Festival,Year,Track,Title,Brand,Agency,Category,Award,Product,Permalink
The Loerie Awards,2025,Media Innovation,In-Snore Coupons,SleepZone,Impact BBDO,E-COMMERCE MEDIA CREATIVITY,Finalist,SleepZone,/awards/the_loerie_awards/2025/campaigns/in-snore-coupons-sleepzone-impact-bbdo-2025-3/
The Loerie Awards,2025,Media Innovation,Cardvert,e,Saatchi Saatchi Middle East,E-COMMERCE MEDIA CREATIVITY,Finalist,Digital Wallet,/awards/the_loerie_awards/2025/campaigns/cardvert-e-saatchi-saatchi-middle-east-2025-4/
The Loerie Awards,2025,Media Innovation,The Dark Circle Sale,Home Centre,Leo Middle East,E-COMMERCE MEDIA CREATIVITY,Finalist,Furniture,/awards/the_loerie_awards/2025/campaigns/the-dark-circle-sale-home-centre-leo-middle-east-2025-12/
The Loerie Awards,2025,Media Innovation,Heineken UCL Delivery,Heineken,Dentsu Red Star,E-COMMERCE MEDIA CREATIVITY,Finalist,Heineken,/awards/the_loerie_awards/2025/campaigns/heineken-ucl-delivery-heineken-dentsu-red-star-2025/
The Loerie Awards,2025,Media Innovation,Walla Visa,Visa,Saatchi Saatchi Middle East,SOCIAL COMMERCE MEDIA CREATIVITY,Finalist,Card Transactions,/awards/the_loerie_awards/2025/campaigns/walla-visa-visa-saatchi-saatchi-middle-east-2025-5/
The Loerie Awards,2025,Media Innovation,Pay With Your Trend,Pizza Hut,Publicis Middle East,SOCIAL COMMERCE MEDIA CREATIVITY,Finalist,Pizza Hut,/awards/the_loerie_awards/2025/campaigns/pay-with-your-trend-pizza-hut-publicis-middle-east-2025-7/
The Loerie Awards,2025,Media Innovation,LEAK FOR REAL,PUMA,Lion Communication FZ - LLC,SOCIAL COMMERCE MEDIA CREATIVITY,Finalist,AL HILAL FC KIT 2024-25,/awards/the_loerie_awards/2025/campaigns/leak-for-real-puma-lion-communication-fz-llc-2025-4/
The Loerie Awards,2025,Media Innovation,The McDonalds Exchange Rate,McDonalds,Leo Middle East,MEDIA TECH CREATIVITY,Finalist,McDonalds Products,/awards/the_loerie_awards/2025/campaigns/the-mcdonalds-exchange-rate-mcdonalds-leo-middle-east-2025-5/
The Loerie Awards,2025,Media Innovation,Stitched With Cheer,Tusker Lager,Dentsu Creative Kenya,MEDIA TECH CREATIVITY,Finalist,Team Kenya Olympics,/awards/the_loerie_awards/2025/campaigns/stitched-with-cheer-tusker-lager-dentsu-creative-kenya-2025-6/
The Loerie Awards,2025,Media Innovation,Social Screen,Heineken,LePub Johannesburg,MEDIA TECH CREATIVITY,Finalist,Heineken beer,/awards/the_loerie_awards/2025/campaigns/social-screen-heineken-lepub-johannesburg-2025-5/
The Loerie Awards,2025,Media Innovation,Save our stay SOS,City Lodge Hotel Group,TBWA Hunt Lascaris Johannesburg Pty Ltd,GEO TARGETING CREATIVITY,Bronze,City Lodge Hotels,/awards/the_loerie_awards/2025/campaigns/save-our-stay-sos-city-lodge-hotel-group-tbwa-hunt-lascaris-johannesburg-pty-ltd-2025-3/
The Loerie Awards,2025,Media Innovation,Cardvert,e,Saatchi Saatchi Middle East,GEO TARGETING CREATIVITY,Finalist,Digital Wallet,/awards/the_loerie_awards/2025/campaigns/cardvert-e-saatchi-saatchi-middle-east-2025-5/
The Loerie Awards,2025,Media Innovation,Solar Savings,Nivea,Saatchi Saatchi Middle East,GEO TARGETING CREATIVITY,Finalist,Nivea Sun,/awards/the_loerie_awards/2025/campaigns/solar-savings-nivea-saatchi-saatchi-middle-east-2025-4/
The Loerie Awards,2025,Media Innovation,The Extra Cold Quest,SAB ABInBev,iProspect,GEO TARGETING CREATIVITY,Finalist,Castle Lite,/awards/the_loerie_awards/2025/campaigns/the-extra-cold-quest-sab-abinbev-iprospect-2025/
The Loerie Awards,2025,Media Innovation,FOREVER GOLF,Volkswagen South Africa,Ogilvy,GEO TARGETING CREATIVITY,Finalist,Golf,/awards/the_loerie_awards/2025/campaigns/forever-golf-volkswagen-south-africa-ogilvy-2025-3/
The Loerie Awards,2025,Media Innovation,Cadbury OCGive A Little ThanksOC Festive,Mondelez,Ogilvy,GEO TARGETING CREATIVITY,Finalist,Cadbury Dairy Milk Chocolate,/awards/the_loerie_awards/2025/campaigns/cadbury-ocgive-a-little-thanksoc-festive-mondelez-ogilvy-2025-2/
The Loerie Awards,2025,Media Innovation,The Snap Hack,Netflix,Science Sunshine,GEO TARGETING CREATIVITY,Finalist,Squid Game,/awards/the_loerie_awards/2025/campaigns/the-snap-hack-netflix-science-sunshine-2025-2/
The Loerie Awards,2025,Media Innovation,Social Screen,Heineken,LePub Johannesburg,USE OF TECHNICAL MEDIA INNOVATION,Bronze,Heineken beer,/awards/the_loerie_awards/2025/campaigns/social-screen-heineken-lepub-johannesburg-2025-6/
The Loerie Awards,2025,Media Innovation,The Undercover Ad,Standard Bank,MC Saatchi Abel a division of The Up Up Group Pty Ltd,USE OF TECHNICAL MEDIA INNOVATION,Finalist,Standard Bank Banking App,/awards/the_loerie_awards/2025/campaigns/the-undercover-ad-standard-bank-mc-saatchi-abel-a-division-of-the-up-up-group-pty-ltd-2025-5/
The Loerie Awards,2025,Media Innovation,Walla Visa,Visa,Saatchi Saatchi Middle East,USE OF TECHNICAL MEDIA INNOVATION,Finalist,Card Transactions,/awards/the_loerie_awards/2025/campaigns/walla-visa-visa-saatchi-saatchi-middle-east-2025-6/
The Loerie Awards,2025,Media Innovation,Merkury Telkom,Telkom,dentsu ssa,USE OF TECHNICAL MEDIA INNOVATION,Finalist,Telkom,/awards/the_loerie_awards/2025/campaigns/merkury-telkom-telkom-dentsu-ssa-2025/
The Loerie Awards,2025,Media Innovation,Shield The Protest,Courageous Conversation Global Foundation,Horizon FCB Dubai,USE OF TECHNICAL MEDIA INNOVATION,Finalist,Courageous Conversation Global Foundation,/awards/the_loerie_awards/2025/campaigns/shield-the-protest-courageous-conversation-global-foundation-horizon-fcb-dubai-2025-4/
The Loerie Awards,2025,Media Innovation,Hewa Safi Project,NCBA,Dentsu Creative Kenya,USE OF TECHNICAL MEDIA INNOVATION,Finalist,Air Filtering Billboard,/awards/the_loerie_awards/2025/campaigns/hewa-safi-project-ncba-dentsu-creative-kenya-2025/
The Loerie Awards,2025,Media Innovation,Safety Mouse,Salam,Digitas ME,USE OF TECHNICAL MEDIA INNOVATION,Finalist,Safety Mouse,/awards/the_loerie_awards/2025/campaigns/safety-mouse-salam-digitas-me-2025-4/
The Loerie Awards,2025,Media Innovation,There We Are,Home Centre,Publicis Middle East,MEDIA INNOVATION CRAFTS,Craft Certificate,Furniture,/awards/the_loerie_awards/2025/campaigns/there-we-are-home-centre-publicis-middle-east-2025-5/
The Loerie Awards,2025,Media Innovation,Safety Mouse,Salam,Digitas ME,MEDIA INNOVATION CRAFTS,Finalist,Safety Mouse,/awards/the_loerie_awards/2025/campaigns/safety-mouse-salam-digitas-me-2025-5/
The Loerie Awards,2025,Media Innovation,Auto Reply-Break,KitKat,Publicis Middle East,MEDIA INNOVATION CRAFTS,Finalist,KitKat,/awards/the_loerie_awards/2025/campaigns/auto-reply-break-kitkat-publicis-middle-east-2025-7/
The Loerie Awards,2025,Media Innovation,There We Are,Home Centre,Publicis Middle East,MEDIA INNOVATION CRAFTS,Finalist,Furniture,/awards/the_loerie_awards/2025/campaigns/there-we-are-home-centre-publicis-middle-east-2025-6/
The Loerie Awards,2025,Media Innovation,There We Are,Home Centre,Publicis Middle East,MEDIA INNOVATION CRAFTS,Finalist,Furniture,/awards/the_loerie_awards/2025/campaigns/there-we-are-home-centre-publicis-middle-east-2025-7/
The Loerie Awards,2025,Media Innovation,The F-Show,Sanlam,Accenture Song,MEDIA INNOVATION CRAFTS,Finalist,Financial,/awards/the_loerie_awards/2025/campaigns/the-f-show-sanlam-accenture-song-2025-7/
The Loerie Awards,2025,Media Innovation,Pulse,Heineken,Denstu Red Star,MEDIA INNOVATION CRAFTS,Finalist,Pulse,/awards/the_loerie_awards/2025/campaigns/pulse-heineken-denstu-red-star-2025/
The Loerie Awards,2025,Media Innovation,LumpDolls,Carrefour,Saatchi Saatchi Middle East,MEDIA INNOVATION CRAFTS,Finalist,Dolls,/awards/the_loerie_awards/2025/campaigns/lumpdolls-carrefour-saatchi-saatchi-middle-east-2025-6/
The Loerie Awards,2025,Media Innovation,The Dark Circle Sale,Home Centre,Leo Middle East,MEDIA INNOVATION CRAFTS,Finalist,Furniture,/awards/the_loerie_awards/2025/campaigns/the-dark-circle-sale-home-centre-leo-middle-east-2025-13/
The Loerie Awards,2025,Media Innovation,MozaMbique has 2M,ABInbev,Dentsu Mozambique,MEDIA INNOVATION CRAFTS,Finalist,2M Beer,/awards/the_loerie_awards/2025/campaigns/mozambique-has-2m-abinbev-dentsu-mozambique-2025-2/
The Loerie Awards,2025,Media Innovation,Speedy Disclaimer Hijack,Sting,Impact BBDO,MEDIA INNOVATION CRAFTS,Finalist,Energy Drink,/awards/the_loerie_awards/2025/campaigns/speedy-disclaimer-hijack-sting-impact-bbdo-2025-2/
The Loerie Awards,2025,Media Innovation,Toyota Reclaims Toyota,ALJ Toyota,SERVICEPLAN MIDDLE EAST FZ-LLC,MEDIA INNOVATION CRAFTS,Finalist,Toyota,/awards/the_loerie_awards/2025/campaigns/toyota-reclaims-toyota-alj-toyota-serviceplan-middle-east-fz-llc-2025-3/
The Loerie Awards,2025,Media Innovation,Toyota Reclaims Toyota,ALJ Toyota,SERVICEPLAN MIDDLE EAST FZ-LLC,MEDIA INNOVATION CRAFTS,Finalist,Toyota,/awards/the_loerie_awards/2025/campaigns/toyota-reclaims-toyota-alj-toyota-serviceplan-middle-east-fz-llc-2025-4/
The Loerie Awards,2025,Media Innovation,Toyota Reclaims Toyota,ALJ Toyota,SERVICEPLAN MIDDLE EAST FZ-LLC,MEDIA INNOVATION CRAFTS,Finalist,Toyota,/awards/the_loerie_awards/2025/campaigns/toyota-reclaims-toyota-alj-toyota-serviceplan-middle-east-fz-llc-2025-5/
The Loerie Awards,2025,Media Innovation,Homes Need Pets,Byron Thomas Properties,Clockwork,MEDIA INNOVATION CRAFTS,Finalist,Byron Thomas Properties,/awards/the_loerie_awards/2025/campaigns/homes-need-pets-byron-thomas-properties-clockwork-2025-2/
The Loerie Awards,2025,Media Innovation,Its The Little Things,Chicken Licken,Joe Public,MEDIA INNOVATION CRAFTS,Finalist,Super Slider Mix 4,/awards/the_loerie_awards/2025/campaigns/its-the-little-things-chicken-licken-joe-public-2025-2/
The Loerie Awards,2025,Media Innovation,FakUgesi Carling Cup,SAB ABInBev,Ogilvy,MEDIA INNOVATION CRAFTS,Finalist,Carling Black Label,/awards/the_loerie_awards/2025/campaigns/fakugesi-carling-cup-sab-abinbev-ogilvy-2025-2/
The Loerie Awards,2025,Media Innovation,Audi TikTok Test Drive,Audi South Africa,Ogilvy,MEDIA INNOVATION CRAFTS,Finalist,Audi RS 3,/awards/the_loerie_awards/2025/campaigns/audi-tiktok-test-drive-audi-south-africa-ogilvy-2025-6/
The Loerie Awards,2025,Out Of Home,Max Speed,Heineken,LePub Johannesburg,OUTDOOR MEDIA,Silver,Heineken beer,/awards/the_loerie_awards/2025/campaigns/max-speed-heineken-lepub-johannesburg-2025-2/
The Loerie Awards,2025,Out Of Home,Unwanted Sites,AfriSam,Promise,OUTDOOR MEDIA,Silver,Construction Materials,/awards/the_loerie_awards/2025/campaigns/unwanted-sites-afrisam-promise-2025-7/
The Loerie Awards,2025,Out Of Home,The hidden billboard,Heineken Beverages South Africa,TBWA Hunt Lascaris Johannesburg Pty Ltd,OUTDOOR MEDIA,Bronze,Windhoek Beer,/awards/the_loerie_awards/2025/campaigns/the-hidden-billboard-heineken-beverages-south-africa-tbwa-hunt-lascaris-johannesburg-pty-ltd-2025-2/
The Loerie Awards,2025,Out Of Home,HIS-OURS,GA Insurance,The Partnership PUBLICIS,OUTDOOR MEDIA,Finalist,Insurance,/awards/the_loerie_awards/2025/campaigns/his-ours-ga-insurance-the-partnership-publicis-2025/
The Loerie Awards,2025,Out Of Home,InVisible,UN Women,Impact BBDO,OUTDOOR MEDIA,Finalist,Domestic violence hotline,/awards/the_loerie_awards/2025/campaigns/invisible-un-women-impact-bbdo-2025/
The Loerie Awards,2025,Out Of Home,InVisible,UN Women,Impact BBDO,OUTDOOR MEDIA,Finalist,Domestic violence hotline,/awards/the_loerie_awards/2025/campaigns/invisible-un-women-impact-bbdo-2025-2/
The Loerie Awards,2025,Out Of Home,Hewa Safi Project,NCBA,Dentsu Creative Kenya,OUTDOOR MEDIA,Finalist,Air Filtering Billboard,/awards/the_loerie_awards/2025/campaigns/hewa-safi-project-ncba-dentsu-creative-kenya-2025-2/
The Loerie Awards,2025,Out Of Home,Insured Billboards,easypaisa,Impact BBDO,OUTDOOR MEDIA,Finalist,easypaisa,/awards/the_loerie_awards/2025/campaigns/insured-billboards-easypaisa-impact-bbdo-2025-3/
The Loerie Awards,2025,Out Of Home,The Out Of Office Out Of Home,Pineapple,Halo,OUTDOOR MEDIA,Finalist,Insurace,/awards/the_loerie_awards/2025/campaigns/the-out-of-office-out-of-home-pineapple-halo-2025-2/
The Loerie Awards,2025,Out Of Home,The Out Of Office Out Of Home,Pineapple,Halo,OUTDOOR MEDIA,Finalist,Insurace,/awards/the_loerie_awards/2025/campaigns/the-out-of-office-out-of-home-pineapple-halo-2025-3/
The Loerie Awards,2025,Out Of Home,Insurance is like,Pineapple,Halo,OUTDOOR MEDIA,Finalist,Insurace,/awards/the_loerie_awards/2025/campaigns/insurance-is-like-pineapple-halo-2025/
The Loerie Awards,2025,Out Of Home,Insurance is like,Pineapple,Halo,OUTDOOR MEDIA,Finalist,Insurace,/awards/the_loerie_awards/2025/campaigns/insurance-is-like-pineapple-halo-2025-2/
The Loerie Awards,2025,Out Of Home,Insurance is like,Pineapple,Halo,OUTDOOR MEDIA,Finalist,Insurace,/awards/the_loerie_awards/2025/campaigns/insurance-is-like-pineapple-halo-2025-3/
The Loerie Awards,2025,Out Of Home,The Out Of Office Out Of Home,Pineapple,Halo,OUTDOOR MEDIA,Finalist,Insurace,/awards/the_loerie_awards/2025/campaigns/the-out-of-office-out-of-home-pineapple-halo-2025-4/
The Loerie Awards,2025,Out Of Home,Buy Mens It costs less,Nedbank,Joe Public,OUTDOOR MEDIA,Finalist,Retail,/awards/the_loerie_awards/2025/campaigns/buy-mens-it-costs-less-nedbank-joe-public-2025/
The Loerie Awards,2025,Out Of Home,Buy Mens It costs less,Nedbank,Joe Public,OUTDOOR MEDIA,Finalist,Brand,/awards/the_loerie_awards/2025/campaigns/buy-mens-it-costs-less-nedbank-joe-public-2025-2/
The Loerie Awards,2025,Out Of Home,Buy Mens It costs less,Nedbank,Joe Public,OUTDOOR MEDIA,Finalist,Brand,/awards/the_loerie_awards/2025/campaigns/buy-mens-it-costs-less-nedbank-joe-public-2025-3/
The Loerie Awards,2025,Out Of Home,Buy Mens It costs less,Nedbank,Joe Public,OUTDOOR MEDIA,Finalist,Brand,/awards/the_loerie_awards/2025/campaigns/buy-mens-it-costs-less-nedbank-joe-public-2025-4/
The Loerie Awards,2025,Out Of Home,Money Warnings,Nedbank,Joe Public,OUTDOOR MEDIA,Finalist,Brand,/awards/the_loerie_awards/2025/campaigns/money-warnings-nedbank-joe-public-2025/
The Loerie Awards,2025,Out Of Home,Buy Mens It costs less,Nedbank,Joe Public,OUTDOOR MEDIA,Finalist,Retail,/awards/the_loerie_awards/2025/campaigns/buy-mens-it-costs-less-nedbank-joe-public-2025-5/
The Loerie Awards,2025,Out Of Home,Buy Mens It costs less,Nedbank,Joe Public,OUTDOOR MEDIA,Finalist,Retail,/awards/the_loerie_awards/2025/campaigns/buy-mens-it-costs-less-nedbank-joe-public-2025-6/
The Loerie Awards,2025,Out Of Home,Buy Mens It costs less,Nedbank,Joe Public,OUTDOOR MEDIA,Finalist,Retail,/awards/the_loerie_awards/2025/campaigns/buy-mens-it-costs-less-nedbank-joe-public-2025-7/
The Loerie Awards,2025,Out Of Home,Buy Mens It costs less,Nedbank,Joe Public,OUTDOOR MEDIA,Finalist,Brand,/awards/the_loerie_awards/2025/campaigns/buy-mens-it-costs-less-nedbank-joe-public-2025-8/
The Loerie Awards,2025,Out Of Home,Forever Golf,Volkswagen South Africa,Ogilvy,OUTDOOR MEDIA,Finalist,Golf,/awards/the_loerie_awards/2025/campaigns/forever-golf-volkswagen-south-africa-ogilvy-2025-4/
The Loerie Awards,2025,Out Of Home,Sitting Man,Diageo,TBWA- Hunt Lascaris,OUTDOOR MEDIA,Finalist,Johnnie Walker,/awards/the_loerie_awards/2025/campaigns/sitting-man-diageo-tbwa-hunt-lascaris-2025/
The Loerie Awards,2025,Out Of Home,Cheetos Pants posters,Cheetos,Impact BBDO,IN-STORE,Finalist,Cheetos,/awards/the_loerie_awards/2025/campaigns/cheetos-pants-posters-cheetos-impact-bbdo-2025-3/
The Loerie Awards,2025,Out Of Home,Notes On Notes,Capital Bank of Jordan,Impact BBDO,IN-STORE,Finalist,Capital Bank of Jordan,/awards/the_loerie_awards/2025/campaigns/notes-on-notes-capital-bank-of-jordan-impact-bbdo-2025/
The Loerie Awards,2025,Out Of Home,Notes On Notes,Capital Bank of Jordan,Impact BBDO,IN-STORE,Finalist,Capital Bank of Jordan,/awards/the_loerie_awards/2025/campaigns/notes-on-notes-capital-bank-of-jordan-impact-bbdo-2025-2/
The Loerie Awards,2025,Out Of Home,Cheetos Pants posters,Cheetos,Impact BBDO,IN-STORE,Finalist,Cheetos,/awards/the_loerie_awards/2025/campaigns/cheetos-pants-posters-cheetos-impact-bbdo-2025-4/
The Loerie Awards,2025,Out Of Home,Cheetos Pants posters,Cheetos,Impact BBDO,IN-STORE,Finalist,Cheetos,/awards/the_loerie_awards/2025/campaigns/cheetos-pants-posters-cheetos-impact-bbdo-2025-5/
The Loerie Awards,2025,Out Of Home,McMenuless,McDonalds,Leo Middle East,IN-STORE,Finalist,McDonalds Products,/awards/the_loerie_awards/2025/campaigns/mcmenuless-mcdonalds-leo-middle-east-2025-3/
The Loerie Awards,2025,Out Of Home,Not Frozen Pizza,Pizza Hut,Publicis Middle East,IN-STORE,Finalist,Pizza Hut,/awards/the_loerie_awards/2025/campaigns/not-frozen-pizza-pizza-hut-publicis-middle-east-2025-7/
The Loerie Awards,2025,Out Of Home,SAB 130,SAB ABInBev,Boundless - The Unlimited Agency Pty Ltd,TRANSIT AIR,Finalist,SAB Corporate,/awards/the_loerie_awards/2025/campaigns/sab-130-sab-abinbev-boundless-the-unlimited-agency-pty-ltd-2025/
The Loerie Awards,2025,Out Of Home,Kicks Key,Nissan ME,Digitas ME,DIRECT MAIL,Bronze,Nissan Kicks,/awards/the_loerie_awards/2025/campaigns/kicks-key-nissan-me-digitas-me-2025-2/
The Loerie Awards,2025,Out Of Home,Mobile Cooler,Heineken,LePub Johannesburg,DIRECT MAIL,Bronze,Heineken beer,/awards/the_loerie_awards/2025/campaigns/mobile-cooler-heineken-lepub-johannesburg-2025-2/
The Loerie Awards,2025,Out Of Home,Ruby Blooms,Nana,Saatchi Saatchi Middle East,DIRECT MAIL,Bronze,Sanitary Pads,/awards/the_loerie_awards/2025/campaigns/ruby-blooms-nana-saatchi-saatchi-middle-east-2025-7/
The Loerie Awards,2025,Out Of Home,Savanna Neat,Heineken Beverages South Africa,TBWA- Hunt Lascaris,DIRECT MAIL,Bronze,Savanna Cider,/awards/the_loerie_awards/2025/campaigns/savanna-neat-heineken-beverages-south-africa-tbwa-hunt-lascaris-2025-2/
The Loerie Awards,2025,Out Of Home,Bring back lost lover,Showmax,distrikt 9,DIRECT MAIL,Finalist,Ubuthe Uzobuya,/awards/the_loerie_awards/2025/campaigns/bring-back-lost-lover-showmax-distrikt-9-2025-2/
The Loerie Awards,2025,Out Of Home,Adoptim - Take one,NSPCA,Boundless - The Unlimited Agency Pty Ltd,DIRECT MAIL,Finalist,SPCA,/awards/the_loerie_awards/2025/campaigns/adoptim-take-one-nspca-boundless-the-unlimited-agency-pty-ltd-2025/
The Loerie Awards,2025,Out Of Home,Forever Golf,Volkswagen South Africa,Ogilvy,DIRECT MAIL,Finalist,Golf,/awards/the_loerie_awards/2025/campaigns/forever-golf-volkswagen-south-africa-ogilvy-2025-5/
The Loerie Awards,2025,Out Of Home,TryJanuary,Heineken Beverages South Africa,TBWA- Hunt Lascaris,DIRECT MAIL,Finalist,Savanna Cider,/awards/the_loerie_awards/2025/campaigns/tryjanuary-heineken-beverages-south-africa-tbwa-hunt-lascaris-2025-6/
The Loerie Awards,2025,Out Of Home,Sponsored Balls,Testicular Cancer Society,Fortune Promoseven LLC,AMBIENT,Gold,Testicular Cancer Awareness,/awards/the_loerie_awards/2025/campaigns/sponsored-balls-testicular-cancer-society-fortune-promoseven-llc-2025-4/
The Loerie Awards,2025,Out Of Home,Cheetos Pants,Cheetos,Impact BBDO,AMBIENT,Silver,Cheetos,/awards/the_loerie_awards/2025/campaigns/cheetos-pants-cheetos-impact-bbdo-2025-6/
The Loerie Awards,2025,Out Of Home,Social Screen,Heineken,LePub Johannesburg,AMBIENT,Silver,Heineken beer,/awards/the_loerie_awards/2025/campaigns/social-screen-heineken-lepub-johannesburg-2025-7/
The Loerie Awards,2025,Out Of Home,GHOST TOWN,CARREFOURSA,TBWA-Istanbul,AMBIENT,Silver,RETAIL,/awards/the_loerie_awards/2025/campaigns/ghost-town-carrefoursa-tbwa-istanbul-2025-6/
The Loerie Awards,2025,Out Of Home,The Real Injury Time,SAB ABInBev,Ogilvy,AMBIENT,Bronze,Carling Black Label,/awards/the_loerie_awards/2025/campaigns/the-real-injury-time-sab-abinbev-ogilvy-2025-5/
The Loerie Awards,2025,Out Of Home,Shattered Screens,Cell C,SHIFT,AMBIENT,Bronze,Cell C,/awards/the_loerie_awards/2025/campaigns/shattered-screens-cell-c-shift-2025-2/
The Loerie Awards,2025,Out Of Home,Sun Courts,Nivea,Saatchi Saatchi Middle East,AMBIENT,Bronze,Nivea Sun,/awards/the_loerie_awards/2025/campaigns/sun-courts-nivea-saatchi-saatchi-middle-east-2025-6/
The Loerie Awards,2025,Out Of Home,Trade-Up,Heinz,Leo Middle East,AMBIENT,Bronze,Ketchup,/awards/the_loerie_awards/2025/campaigns/trade-up-heinz-leo-middle-east-2025/
The Loerie Awards,2025,Out Of Home,THE DESERT RUNNER,adidas,Havas Middle East,AMBIENT,Bronze,DR ADIZERO BOSTON 12 DUB SHOES,/awards/the_loerie_awards/2025/campaigns/the-desert-runner-adidas-havas-middle-east-2025-2/
