Festival,Year,Track,Title,Brand,Agency,Category,Award,Product
The Loerie Awards,2025,Digital,LITE YOUR IMAGINATION,SERENGETI LITE,EAST AFRICA BREWERIES LIMITED,USE OF INFLUENCERS,Finalist,ALCOHOLIC BEVERAGE
The Loerie Awards,2025,Digital,Digital BattlePlan,Capfin,Capfin Division of Pepkor Trading Pty Ltd,USE OF INFLUENCERS,Finalist,Personal Loans
The Loerie Awards,2025,Digital,Safisha Rada Clean Up Your Act,Hivos We Lead Kenya,Nendo Limited MC Saatchi UK,USE OF INFLUENCERS,Finalist,Mens Conference
The Loerie Awards,2025,Digital,Rewrite the Gap,ItsHerWay,Saatchi Saatchi Middle East,USE OF AI,Silver,Published Books
The Loerie Awards,2025,Digital,SMARTA WITH DATA-Voice AI,Airtel,The Partnership PUBLICIS,USE OF AI,Finalist,Telecommunication
The Loerie Awards,2025,Digital,Travel gAItekeeper intercept,Madfun,MNKND STUDIO,USE OF AI,Finalist,Off-peak season travel
The Loerie Awards,2025,Digital,An Al Digital Persona Fuelled by the Taste of KFC,KFC South Africa,Ogilvy,USE OF AI,Finalist,KFC Brand
The Loerie Awards,2025,Digital,Check My Beat- Heart Health Tracks,Heart SA,McCann Worldgroup South Africa Pty Ltd t-a McCann Joburg,USE OF AI,Finalist,Heart Screenings
The Loerie Awards,2025,Digital,FAKE EVERYTHING EXCEPT THE CHICKEN,KFC,CIRCUS,USE OF AI,Finalist,Fast Food
The Loerie Awards,2025,Digital,AdvTech Bursaries,AdvTech,MC Saatchi Abel a division of The Up Up Group Pty Ltd,USE OF AI,Finalist,Bursaries
The Loerie Awards,2025,Digital,The Undercover Ad,Standard Bank,MC Saatchi Abel a division of The Up Up Group Pty Ltd,USE OF AI,Finalist,Standard Bank Banking App
The Loerie Awards,2025,Digital,AdvTech Bursaries,AdvTech,MC Saatchi Abel a division of The Up Up Group Pty Ltd,USE OF AI,Finalist,Bursaries
The Loerie Awards,2025,Digital,Ringside Fitness - The Legacy of Ludumo Lamati,Ringside Fitness,Lucky Hustle,USE OF AI,Finalist,Sports Gym
The Loerie Awards,2025,Digital,Solar Savings,Nivea,Saatchi Saatchi Middle East,USE OF AI,Finalist,Nivea Sun
The Loerie Awards,2025,Digital,Neo Home Plans,e,Saatchi Saatchi Middle East,USE OF AI,Finalist,Dining Credit and Debit Cards
The Loerie Awards,2025,Digital,The Dark Circle Sale,Home Centre,Leo Middle East,USE OF AI,Finalist,Furniture
The Loerie Awards,2025,Simunye Media Simba Roarrrs,AXE VR Experience At Comic Con 2024,AXE,Simunye Creative Consultants t-a Simunye Media,Immersive VR at Joburg Day Simba Chips Finalist 2025,Finalist,Deodorant
The Loerie Awards,2025,Simunye Media Simba Roarrrs,Elizabeth Arden 8Hour HydraPlay,Elizabeth Arden,Tetrice Pty Ltd,Immersive VR at Joburg Day Simba Chips Finalist 2025,Finalist,VR Padel Game
The Loerie Awards,2025,Digital,Savanna TryJanuary,Heineken,INJOZI Design CC,GAMES GAMIFICATION,Finalist,Savanna TryJanuary SAVA Fitness App
The Loerie Awards,2025,Digital,RoVille Rescue Lost Items MakersOfTomorrow Challenge,Awareorg,Sea Monster Entertainment Pty Ltd,GAMES GAMIFICATION,Finalist,Roblox Campaign
The Loerie Awards,2025,Digital,Safety Mouse,Salam,Digitas ME,GAMES GAMIFICATION,Finalist,Safety Mouse
The Loerie Awards,2025,Digital,Auto Reply-Break,KitKat,Publicis Middle East,USER EXPERIENCE DESIGN,Grand Prix,KitKat
The Loerie Awards,2025,Digital,In-Snore Coupons,SleepZone,Impact BBDO,USER EXPERIENCE DESIGN,Craft Certificate,SleepZone
The Loerie Awards,2025,Digital,The Dark Circle Sale,Home Centre,Leo Middle East,USER EXPERIENCE DESIGN,Craft Certificate,Furniture
The Loerie Awards,2025,Digital,LeHotel,Dream Hotels Resorts,One Over One,USER EXPERIENCE DESIGN,Finalist,Dream Hotels Resorts
The Loerie Awards,2025,Digital,AddPay,AddPay,MakeReign,USER EXPERIENCE DESIGN,Finalist,Payment Solution Provider
The Loerie Awards,2025,Digital,Solar Savings,Nivea,Saatchi Saatchi Middle East,USER EXPERIENCE DESIGN,Finalist,Nivea Sun
The Loerie Awards,2025,Digital,Real Beauty Generation 20,Unilever South Africa,VML SA,USER EXPERIENCE DESIGN,Finalist,Dove
The Loerie Awards,2025,Digital,An Al Obsessed with Serving Off-Beat Finger-Lickin Interactions,KFC South Africa,Ogilvy,USER EXPERIENCE DESIGN,Finalist,KFC Brand
The Loerie Awards,2025,Digital,Savanna TryJanuary,Heineken,INJOZI Design CC,USER EXPERIENCE DESIGN,Finalist,Savanna TryJanuary SAVA Fitness App
The Loerie Awards,2025,Digital,TryJanuary,Heineken Beverages South Africa,TBWA- Hunt Lascaris,WRITING,Finalist,Savanna Cider
The Loerie Awards,2025,Digital,Writing That Feeds an Als Distinct Finger-Lickin Voice,KFC South Africa,Ogilvy,WRITING,Finalist,KFC Brand
The Loerie Awards,2025,Digital,Life Taxes You,Coronation,Ogilvy,WRITING,Finalist,General
The Loerie Awards,2025,Digital,Rewrite the Gap,ItsHerWay,Saatchi Saatchi Middle East,WRITING,Finalist,Published Books
The Loerie Awards,2025,Digital,WikiGoals,TymeBank,The Odd Number,WRITING,Finalist,Savings
The Loerie Awards,2025,Digital,The 4th Judge,The Ring,BigTime Creative Shop,USE OF TECHNOLOGY,Craft Gold,Fight Night
The Loerie Awards,2025,Digital,Safety Mouse,Salam,Digitas ME,USE OF TECHNOLOGY,Craft Certificate,Safety Mouse
The Loerie Awards,2025,Digital,Audi TikTok Test Drive,Audi South Africa,Ogilvy,USE OF TECHNOLOGY,Finalist,Audi RS 3
The Loerie Awards,2025,Digital,FinDR pronounced finder,Profmed,Faith and Fear Retroviral and MSL,USE OF TECHNOLOGY,Finalist,Profmed
The Loerie Awards,2025,Digital,Savanna TryJanuary,Heineken,INJOZI Design CC,USE OF TECHNOLOGY,Finalist,Savanna TryJanuary SAVA Fitness App
The Loerie Awards,2025,Digital,The Tech Behind an Als KFC Taste Obsession,KFC South Africa,Ogilvy,USE OF TECHNOLOGY,Finalist,KFC Brand
The Loerie Awards,2025,Digital,Real Beauty Generation 20,Unilever South Africa,VML SA,USE OF TECHNOLOGY,Finalist,Dove
The Loerie Awards,2025,Digital,Stitched With Cheer,Tusker Lager,Dentsu Creative Kenya,USE OF TECHNOLOGY,Finalist,Team Kenya Olympics
The Loerie Awards,2025,Digital,Walla Visa,Visa,Saatchi Saatchi Middle East,USE OF TECHNOLOGY,Finalist,Card Transactions
The Loerie Awards,2025,Digital,Cardvert,e,Saatchi Saatchi Middle East,USE OF TECHNOLOGY,Finalist,Digital Wallet
The Loerie Awards,2025,Digital,Sun Courts,Nivea,Saatchi Saatchi Middle East,USE OF TECHNOLOGY,Finalist,Nivea Sun
The Loerie Awards,2025,Digital,The Dark Circle Sale,Home Centre,Leo Middle East,USE OF TECHNOLOGY,Finalist,Furniture
The Loerie Awards,2025,Digital,AddPay,AddPay,MakeReign,USE OF TECHNOLOGY,Finalist,Payment Solution Provider
The Loerie Awards,2025,Digital,Check My Beat- Heart Health Tracks,Heart SA,McCann Worldgroup South Africa Pty Ltd t-a McCann Joburg,USE OF TECHNOLOGY,Finalist,Heart Screenings
The Loerie Awards,2025,Digital,NEURAL MURALS,DEPARTMENT OF CULTURE AND TOURISM ABU DHABI,SERVICEPLAN MIDDLE EAST FZ-LLC,USE OF TECHNOLOGY,Finalist,SAADIYAT CULTURE DISTRICT
The Loerie Awards,2025,Digital,The Undercover Ad,Standard Bank,MC Saatchi Abel a division of The Up Up Group Pty Ltd,USE OF TECHNOLOGY,Finalist,Standard Bank Banking App
The Loerie Awards,2025,Digital,Track Your Racks,Standard Bank,MC Saatchi Abel a division of The Up Up Group Pty Ltd,USE OF TECHNOLOGY,Finalist,Standard Bank
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Pick n Pay Smart Shopper Price Palooza,Pick n Pay,Gorilla,Gin n Phonics SAB ABInbev Black Crown Craft Certificate 2025,Finalist,Smart Shopper
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Afrikaraoke,SAB ABINBEV,Joe Public,Gin n Phonics SAB ABInbev Black Crown Craft Certificate 2025,Finalist,Castle Milk Stout
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Check My Beat- Heart Health Tracks,Heart SA,McCann Worldgroup South Africa Pty Ltd t-a McCann Joburg,Gin n Phonics SAB ABInbev Black Crown Craft Certificate 2025,Finalist,Heart Screenings
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Track Your Racks,Standard Bank,MC Saatchi Abel a division of The Up Up Group Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Craft Certificate 2025,Finalist,Standard Bank
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,The Undercover Ad,Standard Bank,MC Saatchi Abel a division of The Up Up Group Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Craft Certificate 2025,Finalist,Standard Bank Banking App
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,SMARTA WITH DATA,Airtel,The Partnership PUBLICIS,Gin n Phonics SAB ABInbev Black Crown Craft Certificate 2025,Finalist,Telecommunication
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,SMARTA WITH DATA-Voice AI,Airtel,The Partnership PUBLICIS,Gin n Phonics SAB ABInbev Black Crown Craft Certificate 2025,Finalist,Telecommunication
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Check My Beat,SA Heart,The MediaShop 1997-013488-07,Gin n Phonics SAB ABInbev Black Crown Craft Certificate 2025,Finalist,Health Care Services
The Loerie Awards,2025,Digital,FoneYam Creative Diversity System,FoneYam,Tenacity division of Pepkor Trading Pty Ltd,SOCIAL MEDIA DESIGN,Finalist,Smartphone Device Rental
The Loerie Awards,2025,Digital,Zebras Crossing,Investec Bank Ltd,Leagas Delaney South Africa Pty Ltd,SOCIAL MEDIA DESIGN,Finalist,Brand
The Loerie Awards,2025,Digital,South African Startup Awards,Startup Club ZA,MakeReign,SOCIAL MEDIA DESIGN,Finalist,Awards Programme
The Loerie Awards,2025,Digital,Walla Visa,Visa,Saatchi Saatchi Middle East,SOCIAL MEDIA DESIGN,Finalist,Card Transactions
The Loerie Awards,2025,Digital,60yrs of Much Much More,Mondelez,VML SA,SOCIAL MEDIA DESIGN,Finalist,Lunch Bar
The Loerie Awards,2025,Digital,Forever Golf,Volkswagen South Africa,Ogilvy,SOCIAL MEDIA DESIGN,Finalist,Golf
The Loerie Awards,2025,Digital,Rewrite the Gap,ItsHerWay,Saatchi Saatchi Middle East,DIGITAL DESIGN,Craft Gold,Published Books
The Loerie Awards,2025,Digital,60yrs of Much Much More,Mondelez,VML SA,DIGITAL DESIGN,Finalist,Lunch Bar
The Loerie Awards,2025,Digital,The Dark Circle Sale,Home Centre,Leo Middle East,DIGITAL DESIGN,Finalist,Furniture
The Loerie Awards,2025,Digital,LeHotel,Dream Hotels Resorts,One Over One,DIGITAL DESIGN,Finalist,Dream Hotels Resorts
The Loerie Awards,2025,Digital,The UpUp Group Website,The UpUp Group,Studio Malvah PTY LTD,DIGITAL DESIGN,Finalist,UpUp Group
The Loerie Awards,2025,Digital,South African Startup Awards,Startup Club ZA,MakeReign,DIGITAL DESIGN,Finalist,Awards Programme
The Loerie Awards,2025,Digital,AddPay,AddPay,MakeReign,DIGITAL DESIGN,Finalist,Payment Solution Provider
The Loerie Awards,2025,Digital,A Visual Symphony,Mzansi National Philharmonic Orchestra,Ogilvy,DIGITAL DESIGN,Finalist,Mzansi National Philharmonic Orchestra Website
The Loerie Awards,2025,Digital,Designing a KFC-obsessed Al With Spicy Pixels,KFC South Africa,Ogilvy,DIGITAL DESIGN,Finalist,KFC Brand
The Loerie Awards,2025,Digital,Sponsored Balls,Testicular Cancer Society,Fortune Promoseven LLC,DIGITAL DESIGN,Gold,Testicular Cancer Awareness
The Loerie Awards,2025,Digital,Save our stay SOS,City Lodge Hotel Group,TBWA Hunt Lascaris Johannesburg Pty Ltd,DIGITAL DESIGN,Silver,City Lodge Hotels
The Loerie Awards,2025,Digital,The 4th Judge,The Ring,BigTime Creative Shop,DIGITAL DESIGN,Silver,Fight Night
The Loerie Awards,2025,Digital,Matchday Meltdown,Showmax,TW Retroviral Grid Worldwide,DIGITAL DESIGN,Bronze,Showmax Premier League
The Loerie Awards,2025,Digital,The Real Injury Time,SAB ABInBev,Ogilvy,DIGITAL DESIGN,Bronze,Carling Black Label
The Loerie Awards,2025,Digital,Bulletproof Park,Gun Free South Africa,MC Saatchi Abel a division of The Up Up Group Pty Ltd,DIGITAL DESIGN,Bronze,Gun Free South Africa
The Loerie Awards,2025,Digital,Recipe for Change,Arla Foods,Fortune Promoseven LLC,DIGITAL DESIGN,Bronze,Puck
The Loerie Awards,2025,Digital,GHOST TOWN,CARREFOURSA,TBWA-Istanbul,DIGITAL DESIGN,Bronze,RETAIL
The Loerie Awards,2025,Digital,TryJanuary,Heineken Beverages South Africa,TBWA- Hunt Lascaris,DIGITAL DESIGN,Finalist,Savanna Cider
The Loerie Awards,2025,Digital,DryJan,Heineken Beverages South Africa,TBWA Hunt Lascaris Johannesburg Pty Ltd,DIGITAL DESIGN,Finalist,Windhoek Beer
The Loerie Awards,2025,Digital,Beyond the Sea,KFC South Africa,Kamuses Ogilvy,DIGITAL DESIGN,Finalist,KFC Brand
The Loerie Awards,2025,Digital,ChampionMom,SAB ABInbev,Retroviral TW and M-Sports Marketing Communications,DIGITAL DESIGN,Finalist,Carling Black Label
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Insured Billboards,easypaisa,Impact BBDO,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,easypaisa
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Cheetos Pants,Cheetos,Impact BBDO,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Cheetos
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Buy Mens,Nedbank,Joe Public,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Brand
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,MozaMbique has 2M,ABInBev,Dentsu Mozambique,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,2M Beer
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Show Ghana Love,Previdar,The Odd Number,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Online Magazine
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,NEURAL MURALS,DEPARTMENT OF CULTURE AND TOURISM ABU DHABI,SERVICEPLAN MIDDLE EAST FZ-LLC,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,SAADIYAT CULTURE DISTRICT
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,The Bear Joburg Experience,Disney,Clockwork,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Disney
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Did I hear that,ADASA,Clockwork,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,ADASA
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,The F-Show,Sanlam,Accenture Song,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Financial
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,The Unfluencer,KFC,Bananas,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Buldak Dunked Wings
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,LumpDolls,Carrefour,Saatchi Saatchi Middle East,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Dolls
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Pay With Your Trend,Pizza Hut,Publicis Middle East,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Pizza Hut
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,Not Frozen Pizza,Pizza Hut,Publicis Middle East,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,Pizza Hut
The Loerie Awards,2025,Retroviral And Runjumpfly Afrobeatanicals,SAB Sharp,SAB ABInBev,We Are Bizarre Pty Ltd,Gin n Phonics SAB ABInbev Black Crown Finalist 2025,Finalist,SAB Sharp
The Loerie Awards,2025,Live Communications,Social Screen,Heineken,LePub Johannesburg,LIVE EVENTS,Silver,Heineken beer
The Loerie Awards,2025,Live Communications,The Real Injury Time,SAB AbInBev,Ogilvy,LIVE EVENTS,Silver,Carling Black Label
The Loerie Awards,2025,Live Communications,5 vs 5,General Entertainment Authority,BigTime Creative Shop,LIVE EVENTS,Bronze,Fight Night
The Loerie Awards,2025,Live Communications,Shield The Protest,Courageous Conversation Global Foundation,Horizon FCB Dubai,LIVE EVENTS,Bronze,Courageous Conversation Global Foundation
The Loerie Awards,2025,Live Communications,The Bear Joburg Experience,Disney,Clockwork,LIVE EVENTS,Finalist,Disney
The Loerie Awards,2025,Live Communications,Find Your SKY,SKY Girls Kenya,Tandem Digital Company,LIVE EVENTS,Finalist,Find Your SKY - Board Game
The Loerie Awards,2025,Live Communications,SKY Fest,SKY Girls Kenya,Tandem Digital Company,LIVE EVENTS,Finalist,SKY Girls
The Loerie Awards,2025,Live Communications,TryJanuary,Heineken Beverages South Africa,TBWA- Hunt Lascaris,LIVE EVENTS,Finalist,Savanna Cider
The Loerie Awards,2025,Live Communications,The Luxurious Marble Circus,The Marble Group,Grid Worldwide,LIVE EVENTS,Finalist,The Luxurious Marble Circus
The Loerie Awards,2025,Live Communications,Wrapped OCo Run the Distance,Spotify,Machine-,LIVE EVENTS,Finalist,Spotify Africa
The Loerie Awards,2025,Live Communications,The 4th Judge,The Ring,BigTime Creative Shop,LIVE ACTIVATIONS,Gold,The Ring
The Loerie Awards,2025,Live Communications,Sun Courts,Nivea,Saatchi Saatchi Middle East,LIVE ACTIVATIONS,Bronze,Nivea Sun
The Loerie Awards,2025,Live Communications,The Unburied Casket,Women For Change,Edelman,LIVE ACTIVATIONS,Bronze,Women For Change
The Loerie Awards,2025,Live Communications,Wasted Food,SAB ABInBev,Joe Public,LIVE ACTIVATIONS,Finalist,Flying Fish
The Loerie Awards,2025,Live Communications,Phones Down Picnic,SAB ABInBev,Joe Public,LIVE ACTIVATIONS,Finalist,Brutal Fruit Spritzer
The Loerie Awards,2025,Live Communications,AInything for the Taste in Cinema,KFC South Africa,Ogilvy,LIVE ACTIVATIONS,Finalist,KFC Brand
The Loerie Awards,2025,Live Communications,AInything for the Taste in Drive-Thru,KFC South Africa,Ogilvy,LIVE ACTIVATIONS,Finalist,KFC Brand
The Loerie Awards,2025,Live Communications,Check My Beat- Heart Health Tracks,Heart SA,McCann Worldgroup South Africa Pty Ltd t-a McCann Joburg,LIVE ACTIVATIONS,Finalist,Heart Screenings
The Loerie Awards,2025,Live Communications,The Lazy Helpline,Sting,Impact BBDO,LIVE ACTIVATIONS,Finalist,Sting
The Loerie Awards,2025,Live Communications,Unwanted Sites,AfriSam,Promise,LIVE ACTIVATIONS,Finalist,Construction Materials
The Loerie Awards,2025,Live Communications,Party now Peri later campaign,Nandos,VML SA,LIVE ACTIVATIONS,Finalist,Nandos
The Loerie Awards,2025,Live Communications,LumpDolls,Carrefour,Saatchi Saatchi Middle East,LIVE ACTIVATIONS,Finalist,Dolls
The Loerie Awards,2025,Live Communications,The F-Show,Sanlam,Accenture Song,LIVE ACTIVATIONS,Finalist,Financial
The Loerie Awards,2025,Live Communications,Crime Mystery Month,Netflix South Africa,Fairchild Creative,LIVE ACTIVATIONS,Finalist,Crime Mystery Month
The Loerie Awards,2025,Live Communications,Fly Gogos,SAB ABInBev,We Are Bizarre Pty Ltd,LIVE ACTIVATIONS,Finalist,Flying Fish
The Loerie Awards,2025,Live Communications,McMenuless,McDonalds,Leo Middle East,LIVE ACTIVATIONS,Finalist,McDonalds Products
The Loerie Awards,2025,Live Communications,Not Frozen Pizza,Pizza Hut,Publicis Middle East,LIVE ACTIVATIONS,Finalist,Pizza Hut
The Loerie Awards,2025,Live Communications,Sponsored Balls,Testicular Cancer Society,Fortune Promoseven LLC,SPONSORSHIP,Silver,Testicular Cancer Awareness
The Loerie Awards,2025,Live Communications,Matchday Meltdown,Showmax,TW Retroviral Grid Worldwide,SPONSORSHIP,Finalist,Showmax Premier League
The Loerie Awards,2025,Live Communications,The Luxurious Marble Circus,The Marble Group,Grid Worldwide,SPONSORSHIP,Finalist,The Luxurious Marble Circus
The Loerie Awards,2025,Live Communications,Stitched With Cheer,Tusker Lager,Dentsu Creative Kenya,SPONSORSHIP,Finalist,Team Kenya Olympics
The Loerie Awards,2025,Live Communications,The 4th Judge,The Ring,BigTime Creative Shop,LIVE CRAFTS,Craft Gold,The Ring
The Loerie Awards,2025,Live Communications,Social Screen,Heineken,LePub Johannesburg,LIVE CRAFTS,Craft Certificate,Heineken beer
The Loerie Awards,2025,Live Communications,The F-Show,Sanlam,Accenture Song,LIVE CRAFTS,Finalist,Financial
The Loerie Awards,2025,Live Communications,Check My Beat- Heart Health Tracks,Heart SA,McCann Worldgroup South Africa Pty Ltd t-a McCann Joburg,LIVE CRAFTS,Finalist,Heart Screenings
The Loerie Awards,2025,Live Communications,Matchday Meltdown,Showmax,TW Retroviral Grid Worldwide,LIVE CRAFTS,Finalist,Showmax Premier League
The Loerie Awards,2025,Media Innovation,Unwanted Sites,AfriSam,Promise,SINGLE MEDIUM ELEMENT,Gold,Construction Materials
The Loerie Awards,2025,Media Innovation,The Real Injury Time,SAB AbInBev,Ogilvy,SINGLE MEDIUM ELEMENT,Silver,Carling Black Label
The Loerie Awards,2025,Media Innovation,DryJan,Heineken Beverages South Africa,TBWA Hunt Lascaris Johannesburg Pty Ltd,SINGLE MEDIUM ELEMENT,Silver,Windhoek Beer
The Loerie Awards,2025,Media Innovation,There We Are,Home Centre,Publicis Middle East,SINGLE MEDIUM ELEMENT,Bronze,Furniture
The Loerie Awards,2025,Media Innovation,Audi TikTok Test Drive,Audi South Africa,Ogilvy,SINGLE MEDIUM ELEMENT,Bronze,Audi RS 3
The Loerie Awards,2025,Media Innovation,MozaMbique has 2M,ABInBev,Create Mozambique,SINGLE MEDIUM ELEMENT,Finalist,2M Beer
The Loerie Awards,2025,Media Innovation,Martell Tower,Pernod Ricard,PHD Media Nigeria,SINGLE MEDIUM ELEMENT,Finalist,Martell
The Loerie Awards,2025,Media Innovation,Pay With Your Trend,Pizza Hut,Publicis Middle East,SINGLE MEDIUM ELEMENT,Finalist,Pizza Hut
The Loerie Awards,2025,Media Innovation,Not Frozen Pizza,Pizza Hut,Publicis Middle East,SINGLE MEDIUM ELEMENT,Finalist,Pizza Hut
The Loerie Awards,2025,Media Innovation,Ruby Blooms,Nana,Saatchi Saatchi Middle East,SINGLE MEDIUM ELEMENT,Finalist,Sanitary Pads
The Loerie Awards,2025,Media Innovation,Shield The Protest,Courageous Conversation Global Foundation,Horizon FCB Dubai,SINGLE MEDIUM ELEMENT,Finalist,Courageous Conversation Global Foundation
The Loerie Awards,2025,Media Innovation,Behind the Label,The Salvation Army,Clockwork,SINGLE MEDIUM ELEMENT,Finalist,The Salvation Army
The Loerie Awards,2025,Media Innovation,Shattered Screens,Cell C,SHIFT,SINGLE MEDIUM ELEMENT,Finalist,Cell C
The Loerie Awards,2025,Media Innovation,The worlds smallest print ad,Heineken Beverages South Africa,TBWA Hunt Lascaris Johannesburg Pty Ltd,SINGLE MEDIUM ELEMENT,Finalist,Windhoek Beer
