Festival,Year,Track,Title,Brand,Agency,Category,Award Level,Board image
Spikes Asia,2022,LOCAL BRAND,MALAYSIAS GREATEST MAKAN HITS,GRAB,GRAPH STUDIO,Single-market Campaign,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/903f03d6ba9541558619408c371aa7ee/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,MADE IN AUSTRALIA BEHIND THE MAC,APPLE,TBWA\SYDNEY,Single-market Campaign,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/64228b11fc1a49909901a2fbed9c25b2/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,ANDO THE SPY,HEAD & SHOULDERS,FORSMAN & BODENFORS,Single-market Campaign,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/6329faa51d5b473fb76d95ae60a81819/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,JEEPNEY,DISCOVERY,DISCOVERY NETWORKS ASIA-PACIFIC PTE LTD,Single-market Campaign,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/7fdd1e3e895d4da7938fde109c01c95e/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,COVID CRUSHER,TBWA,TBWA\SINGAPORE,Social Behaviour,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/d39b2744d1a84d22af22e58c67787745/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,A NON-EDITED PHOTO,DOVE,FORSMAN & BODENFORS,Social Behaviour,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/d66c2baba2174ee885c058ebf2416c67/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,LOVE CARRIES ON,RHB GROUP,FCB SHOUT,Social Behaviour,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/e5ce6b0cadaf4ee185765ae9750a9fc8/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,OLAY STEMTHEGAP,OLAY,LEO BURNETT,Social Behaviour,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/65e13b6110f246acb4513008c818074f/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,GREAT THINGS HAPPEN WHEN WE MOVE,SHELL,WUNDERMAN THOMPSON,Social Behaviour,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3f59a10940a9429fbc1b4a5323688847
Spikes Asia,2022,LOCAL BRAND,MASTER JI,BYJUS,BYJUS,Social Behaviour,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/17c0591b4c944da3bdee40d53e9b487a/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,BEAUTIFULINDEED (SOCIAL PANGA X MAMAEARTH),MAMAEARTH,Social Hardware,Social Behaviour,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/8f91649102c94fb59e52ef2e2a6f77a3/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,PAUSE THE BARGAIN,AXIS BANK,AUTUMNGREY,Social Behaviour,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/3fe37ddeac384acebc55182c9c1cdcd9/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,SMALL BUSINESS SUCCESS STORY,FACEBOOK,WUNDERMAN THOMPSON,Social Behaviour,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/4a63615dc94d428d905499e4c52e08f9/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,HIDDEN TRUTH,VIDYA INDIA,WUNDERMAN THOMPSON,Social Behaviour,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/afbfee087db64c3699eb4d683da05e0c/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,STAYFREE DAUGHTERS DAY,JOHNSON & JOHNSON,DDB MUDRA,Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/88a9a9bf8a934223be76d257430bef0e/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,IN LOVE WE TRUST,SINYI REALTY,DENTSU MB TAIWAN,Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/236b0967bbd34d678567eb188afb0885/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,UNSPOKEN LOVE,OPPO,OPPO,Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/abb738b7d93d4ccdabded93761ce06ce/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,NIAN - SHOT ON IPHONE,APPLE,TBWA\MEDIA ARTS LAB,Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/238872b4eaf6439ab5b6da15a53c47e1/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,BOSS COFFEE ALWAYS BESIDE YOU ( MOSQUITO),SUNTORY PEPSICO CO LTD,DENTSU ONE (BANGKOK),Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/5a0fafa2a7654fee883284d070322aa3/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,MALAYSIAS GREATEST MAKAN HITS,GRAB,GRAPH STUDIO,Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/903f03d6ba9541558619408c371aa7ee/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,INI IKLAN RAYA TAU?,JULIES BISCUITS,GOVT,Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/c17b38cdd561463784933c972bb147d6/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,FEEL THE RHYTHM OF KOREA CAMPAIGN,KOREA TOURISM ORGANIZATION,HS AD,Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/d6ceeff210bb41bba373e821278c7785/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,REALME HOW DARE YOU,REALME,MEDIAMONKS,Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/a4f14f68609a4ca4af4e903a0a350193/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,A NON-EDITED PHOTO,DOVE,FORSMAN & BODENFORS,Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/d66c2baba2174ee885c058ebf2416c67/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,THE MIDNIGHT HOUSE,LYSE,WORKKIT BANGKOK,Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/3969574ea7cc45cca8c83ca9f48eb03a/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,MARRIAGE CONVERSATIONS | TANISHQ,TANISHQ,SUPERFLY FILMS PVT LTD,Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/46bb3a0231ae4f129ad02fb30bbadc7f/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,PROUD TO BE M?ORI,TE WH?NAU O WAIPAREIRA,MOTION SICKNESS,Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/0c1460c787184382b37a1a76231e180f/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,LOVE YOUR LOVE,FACEBOOK JAPAN,NION,Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/aaf4f3fc8e7a422e9ee9189a17315b87/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,THE DIVIDE,PAYTM,DENTSU CREATIVE,Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/e585da8d7aba449d83cbf547a98f0f6f/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,WE DONT CARE,OMEN,WIEDENKENNEDY,Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/cf393ad7e9ec41e8a15b790e2c5f1bfb
Spikes Asia,2022,LOCAL BRAND,ITS TIME TO MOVE ON TO A FREER PLACE WITH OMEN,HP OMEN,WIEDENKENNEDY,Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/feff8b6056c04107b92fd4ba5af2c9ce/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,OLAY STEMTHEGAP,OLAY,LEO BURNETT,Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/65e13b6110f246acb4513008c818074f/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,GREAT THINGS HAPPEN WHEN WE MOVE,SHELL,WUNDERMAN THOMPSON,Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3f59a10940a9429fbc1b4a5323688847
Spikes Asia,2022,LOCAL BRAND,THE LEAF ORCHESTRA,NISSAN PHILIPPINES INC,TBWA\SANTIAGO MANGADA PUNO,Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/5104df9883044616b5bc62413233f9ec/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,AMD X VICE - INNER WORLDS,ADVANCED MICRO DEVICES (AMD),ADVANCED MICRO DEVICES (AMD),Cultural Insight,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/cddd8f6248114e69a176f040f2113d4a/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,THE CASE STUDY PROJECT,WOMENS WORK COLLECTIVE,SAATCHI & SAATCHI,Breakthrough on a Budget,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/9acdf91b3dbf48de80130f555a3acdbb/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,BS,CABITAL,TBWA\SINGAPORE,Breakthrough on a Budget,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/37fe657a67a347dc8bc471bb0f654905/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,STRONGER TOGETHER (NATIONAL DAY 2021),OCBC BANK,OCBC BANK,Breakthrough on a Budget,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/4085d83a1e964913aeeef34bb49a6f12/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,STAYFREE DAUGHTERS DAY,JOHNSON & JOHNSON,DDB MUDRA,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5c726d4652ae4106a58e9f1280770246
Spikes Asia,2022,LOCAL BRAND,GIVEN BY NATURE,JACK WOLFSKIN,W,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d8c86a035084499c8982f710c995ef82
Spikes Asia,2022,LOCAL BRAND,MEMORIES EMPOWER,KINGSTON,DENTSU MB TAIWAN,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/4ed1537a4d1140d4a04b4773b708a50f/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,CONSCIOUS IS BACK,KASIKORN BANK,GREYNJ UNITED,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/721946b5bfba40b18c3e6c777ac0a3a1/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,INI IKLAN RAYA TAU?,JULIES BISCUITS,GOVT,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/c17b38cdd561463784933c972bb147d6/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,THE ROOM OF INNER FEELINGS,LIFULL,LIFULL,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/0412981aa9054c93883eb2b54c584d23/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,THE FOREST OF AGE,LIFULL,LIFULL,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/a3591a324fec413398fce454085e4661/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,IWATE AFTER 10 YEARS,THE IWATE NIPPO CO,HAKUHODO INC,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/c581a3f11c614303b3403cd9a23d41aa/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,A NON-EDITED PHOTO,DOVE,FORSMAN & BODENFORS,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/d66c2baba2174ee885c058ebf2416c67/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,ACCESS TO HEALTHCARE,TAKEDA PHARMACEUTICALS,THE PRECINCT,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/abcebef8ae24413e90e9423c88261321/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,OLAY STEMTHEGAP,OLAY,LEO BURNETT,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/65e13b6110f246acb4513008c818074f/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,WOMEN FROM HOME,THE DENTSU ASIA PACIFIC WOMEN EMPOWERMENT COUNCIL,DENTSU JAYME SYFU,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/651e8c1fd9774dd699d2a9ed370d40cb/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,ONE HOUSE TO SAVE MANY,SUNCORP BRAND,LEO BURNETT,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1b6b66594ff54ef19cbe28667c9a76fe
Spikes Asia,2022,LOCAL BRAND,RETOLD WITH PRIDE,GLOBE X PRIDETECH,PROPEL MANILA,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/ff25720c14094af1b65c0e1e3de7103a/storyboard_000008.jpg
Spikes Asia,2022,LOCAL BRAND,BREAKING POINT,TOYOTA,SAATCHI & SAATCHI,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/bcacb3c723744f79b2e62d8bfbdfd50d/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,APOLLO CIRCLE OF LIFE,APOLLO,WUNDERMAN THOMPSON,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/ee2849d214a34384927c91803949b294/storyboard_000008.jpg?resize=600,600
Spikes Asia,2022,LOCAL BRAND,FEEL LIKE A NEW HOME,SC ASSET,WOLF,Market Disruption,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6b353c56a9604e9f92adc1d1b3859120
Spikes Asia,2022,LOCAL BRAND,CARE LIVES ON,PROCTER & GAMBLE,Publicis Singapore,Market Disruption,Submitted,https://ascentialcdn.filespin.io/api/v1/storyboard/b9e6111a5bc44436a8595936428e1a81/storyboard_000008.jpg
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,LIST OF HOPE,SOGO & SEIBU CO LTD,FRONTAGE INC,Travel Leisure Retail Restaurants & Fast Food Chains,Silver,https://ascentialcdn.filespin.io/api/v1/conversion/adb9ce3a7bcc490291b70d23b4eda88d
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,FIREFIGHTERS DONT LIKE FIRE MOVIES,FIRE AND EMERGENCY NEW ZEALAND,FCB NEW ZEALAND,Not-for-profit & Charity & Government,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/97a5d2a4360245339bf2a9cd8d489e52
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,13865 BLACK DOTS AND 2 RED DOTS,NAGASAKI SHIMBUNSHA,DENTSU INC,Local Brand,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/ad0f37f1718342388d65d8e738e21862
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BREATHE,ST LUKES MEDICAL CENTER,TBWA\SANTIAGO MANGADA PUNO,Corporate Purpose & Social Responsibility,Bronze,https://ascentialcdn.filespin.io/api/v1/conversion/f31310f5fcd44bd392f0c33adef5fffd
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,SCARIER,ACKO,ACKO GENERAL INSURANCE LIMITED,Consumer Services & Business to Business,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/15f0e891cfb840528d6805e9777ed1f1
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,SCARIEST,ACKO,ACKO GENERAL INSURANCE LIMITED,Consumer Services & Business to Business,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/dbf01a879fa94b08bced0f518e76de3d
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BOOK OF LIMBO,BELONG,HOWATSON COMPANY,Consumer Services & Business to Business,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/947ed0d81bc04234856f8a1533fe1a9d
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,THE BIRDS & THE BEES,UNITED NATIONS DEVELOPMENT PROGRAMME,WUNDERMAN THOMPSON,Not-for-profit & Charity & Government,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/32417343f1ed4eff9ad1147d514de005
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,HOPE FOR HOMETOWN,25HOURS,TENCENT GAMES,Innovative and Adapted use of Print & Publishing,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/ecb03d764dd341b6b64b93ca93b3b2a4
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BOOK OF LIMBO,BELONG,HOWATSON COMPANY,Innovative and Adapted use of Print & Publishing,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/947ed0d81bc04234856f8a1533fe1a9d
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,HIDDEN ART SIGHTAMA,SAITAMA CITY,DENTSU INC,Cultural Insight,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/5cabb67d4d3e47e0a50b1680190369bd
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,GFNW NEWSPAPER,NETFLIX /BRAVO! STUDIOS / GMM STUDIOS INTERNATIONAL,SOUR BANGKOK,Cultural Insight,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/7af70e6415a5443085796c77c57458ad
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,STREET FIGHTER,CHUPA CHUPS,CHEIL,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d0d302c8569b450187dd957eb2105952
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,ABANDONED STATION 1,VOLKSWAGEN,CHEIL,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/203154aa090f46b2823a97db26ded27f
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,ABANDONED STATION 2,VOLKSWAGEN,CHEIL,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/02600a7c742a4531af8e72f275311266
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,ABANDONED STATION 3,VOLKSWAGEN,CHEIL,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2dfaa05ada1a48e6a0e9c6eda81a32dd
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,CLAW MACHINE,CHUPA CHUPS,CHEIL,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c53c63c98a1644169bb4e2b84c95217a
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,RACING CAR,CHUPA CHUPS,CHEIL,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c26e6339627c4bc8bc036f2a4ac3098a
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,TRIBUTE,BAIADA,M&C SAATCHI,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9a9fa3adbcba47119a8ad224225f886e
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,RECEIPT,BAIADA,M&C SAATCHI,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1043723d79204489bc7b31b0d4f405b7
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,ANTS,GOOGO GREEN,OGILVY,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/55bf6cab621c4dfba66b899ac3592130
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,COCKROACH,GOOGO GREEN,OGILVY,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8e6ceb9bef474d12a60ff95ddf8a4ae4
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,FLY,GOOGO GREEN,OGILVY,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/339973c95ada45d3bd5089651edbfb5e
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,MENS SWEAT,OTSUKA NUTRACEUTICAL (THAILAND) CO LTD,DENTSU ONE (BANGKOK),Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c84c8865dbd04e05b9a178accfbfacd6
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,WOMENS SWEAT,OTSUKA NUTRACEUTICAL (THAILAND) CO LTD,DENTSU ONE (BANGKOK),Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/400c1b6bafc54fe48d8e8db1ad91adb8
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,ABSTRACT PAINTING,TOYOTA,DENTSU CREATIVE,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/21169f621e564ccf814eb25ef1db2783
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,HIEROGLYPHS,TOYOTA,DENTSU CREATIVE,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8f9d089515264564aa4066307053f179
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,3M,3,UNITED COMMUNICATIONS GROUP UNISURF DIGITAL,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/cef7b9a558e1452680dbe2faf224f69f
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,MORE THAN JUST SWEET,QUEBEC MAPLE SYRUP PRODUCERS (QMSP),RELATIV*,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9449f6c144c9494cbeccbc967a4cb796
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,GANZI DISTRICT SICHUAN,MERCEDES,OGILVY,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3b82cd8f7576424db3f3f0e5a43e69aa
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,NANXIONG DISTRICT GUANGDONG,MERCEDES,OGILVY,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/725ab1027c7945a4b45c261bea5c214c
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,NUERJIA CANYON XINJIANG,MERCEDES,OGILVY,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2e2f86bcbb7a4ded9e92400681c1a99b
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,YANGSHUO MOUNTAIN GUILIN,MERCEDES,OGILVY,Consumer Goods,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/cc430ec02afd4115a56da65287fb1358
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,SCREWED TRUCK DRIVER,MCDONALDS,FLOCK CREATIVE NETWORK,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/41f0d3068cfd40fe8ff8cb339d0055a3
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,SCREWED CONSTRUCTION WORKER,MCDONALDS,FLOCK CREATIVE NETWORK,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f0dd203d3ab74e5990ca60b5e2bb440b
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,SCREWED OFFICE WORKER,MCDONALDS,FLOCK CREATIVE NETWORK,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6caa0f04b3614f65918f4f4f555124bf
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,HARBOUR,MCDONALDS,DDB,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/dcd12ddde4ca4b639e553211bd726155
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,PLAYGROUND,MCDONALDS,DDB,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f7cbf69dd7f34d74975e6ffed09dd354
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,BASKETBALL,MCDONALDS,DDB,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/51e9f028eca04cc9a34e5555371caae2
Spikes Asia,2022,TRAVEL LEISURE RETAIL RESTAURANTS & FAST FOOD CHAINS,PARK,MCDONALDS,DDB,Travel Leisure Retail Restaurants & Fast Food Chains,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7a2edbfb8288440197613080f58f2ff7
