Festival,Year,Track,Title,Agency,Brand,Country,Award,Credits,Permalink
El Ojo de Iberoamerica,2024,Digital Social,Identical Fans-,TBWAPeru,BCP,Peru,BRONCE,,/awards/el_ojo/2024/campaigns/identical-fans-bcp-tbwaperu-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,This is not a game,VML Mexico,Movistar Mexico,,ORO,Prod Landia Realizador-a Lucas Shannon Prod Audio Sonido BDS Postprod Landia,/awards/el_ojo/2024/campaigns/this-is-not-a-game-movistar-mexico-vml-mexico-2024-8/
El Ojo de Iberoamerica,2024,Digital Social,Reviews,Africa Creative,Kraft Heinz Brasil,Brasil,PLATA,Prod silviomedeirosnet Realizador-a Silvio Medeiros Prod Audio Sonido Punch Audio Otras Empresas Borderless Citizen Pais Brasil,/awards/el_ojo/2024/campaigns/reviews-kraft-heinz-brasil-africa-creative-2024-7/
El Ojo de Iberoamerica,2024,Digital Social,Sin nieve no hay sociedad de Brother Escuela,Creatividad,Cambio climatico,Espana,BRONCE,,/awards/el_ojo/2024/campaigns/sin-nieve-no-hay-sociedad-de-brother-escuela-cambio-climatico-creatividad-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,Imaginary Squads,GALERIAag,Itau,Brasil,BRONCE,Prod Frame Realizador-a Edu Simon- Rafael Urenha- Ducha Lopes- Phil Daijo Prod Audio Sonido Canja Postprod Frame Pais Brasil,/awards/el_ojo/2024/campaigns/imaginary-squads-itau-galeriaag-2024-4/
El Ojo de Iberoamerica,2024,Digital Social,50-50,Lew LaraTBWA,Camil,Brasil,BRONCE,Prod Audio Sonido Jamute Postprod Lew LaraTBWA Pais Brasil,/awards/el_ojo/2024/campaigns/50-50-camil-lew-laratbwa-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,Tulipan Teniendo sexo podemos reactivar la economia-,Zurda Agency,Tulipan,Argentina,BRONCE,Prod Retina Postprod Retina Pais Argentina,/awards/el_ojo/2024/campaigns/tulipan-teniendo-sexo-podemos-reactivar-la-economia-tulipan-zurda-agency-2024-11/
El Ojo de Iberoamerica,2024,Digital Social,Brahma Phone,Africa Creative,Brahma,Brasil,ORO,Prod Kaus Film Realizador-a Los Pibes Prod Audio Sonido Satelite Audio Postprod Guava Post Otras Empresas Monkey Producoes -Thinkers Studios -DraftLine Integrada -TKCV -Oba Print -Dona Antonia Pais Brasil,/awards/el_ojo/2024/campaigns/brahma-phone-brahma-africa-creative-2024-8/
El Ojo de Iberoamerica,2024,Digital Social,Reviews,Africa Creative,Kraft Heinz Brasil,Brasil,PLATA,Prod silviomedeirosnet Realizador-a Silvio Medeiros Prod Audio Sonido Punch Audio Otras Empresas Borderless Citizen Pais Brasil,/awards/el_ojo/2024/campaigns/reviews-kraft-heinz-brasil-africa-creative-2024-8/
El Ojo de Iberoamerica,2024,Digital Social,Install our logo,Leo Burnett Mexico - Gato - Hey Kid Design Studio,ADT Security,Mexico,PLATA,Prod Gato Realizador-a Axel Elizondo- Tom Escobar Prod Audio Sonido Cluster Postprod Cluster -Cluster Otras Empresas Starcom Mexico Pais Mexico,/awards/el_ojo/2024/campaigns/install-our-logo-adt-security-leo-burnett-mexico-gato-hey-kid-design-studio-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,Medalla Drinkers Know,DDB Latina Puerto Rico,Medalla Light,Puerto Rico,BRONCE,Prod DDB Latina Puerto Rico Realizador-a Peter Peralta- Luis Romero Pais Puerto Rico,/awards/el_ojo/2024/campaigns/medalla-drinkers-know-medalla-light-ddb-latina-puerto-rico-2024-5/
El Ojo de Iberoamerica,2024,Digital Social,Lucky news,Paradais DDB,Ecuasal,Ecuador,BRONCE,,/awards/el_ojo/2024/campaigns/lucky-news-ecuasal-paradais-ddb-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,Domicilios con descuento,WILD FI Paraguay,TaDa Delivery,Paraguay,BRONCE,Prod Renovatio Realizador-a Pietro Scappini Postprod WILD FI Paraguay Pais Paraguay,/awards/el_ojo/2024/campaigns/domicilios-con-descuento-tada-delivery-wild-fi-paraguay-2024-2/
El Ojo de Iberoamerica,2024,Digital Social,Tulipan Teniendo sexo podemos reactivar la economia-,Zurda Agency,Tulipan,Argentina,BRONCE,Prod Retina Postprod Retina Pais Argentina,/awards/el_ojo/2024/campaigns/tulipan-teniendo-sexo-podemos-reactivar-la-economia-tulipan-zurda-agency-2024-12/
El Ojo de Iberoamerica,2024,Media,Clean Sponsorship,DM9,Consul,Brasil,GRAN OJO MEDIA,Prod Corazon Filmes Realizador-a Bruno Zanetti Prod Audio Sonido Satelite Audio Pais Brasil,/awards/el_ojo/2024/campaigns/clean-sponsorship-consul-dm9-2024-3/
El Ojo de Iberoamerica,2024,Media,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,ORO,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Pais Colombia,/awards/el_ojo/2024/campaigns/imagine-with-petacos-bavaria-ddb-colombia-buentipo-anchor-2024-3/
El Ojo de Iberoamerica,2024,Media,Clean Sponsorship,DM9,Consul,Brasil,ORO,Prod Corazon Filmes Realizador-a Bruno Zanetti Prod Audio Sonido Satelite Audio Pais Brasil,/awards/el_ojo/2024/campaigns/clean-sponsorship-consul-dm9-2024-4/
El Ojo de Iberoamerica,2024,Media,No Ad,Lew LaraTBWA,Farmacias Pague MenosProd,Brasil,PLATA,Prod Audio Sonido Vox Haus -Satelite Audio Otras Empresas Mynd8 Pais Brasil,/awards/el_ojo/2024/campaigns/no-ad-farmacias-pague-menosprod-lew-laratbwa-2024/
El Ojo de Iberoamerica,2024,Media,Trip my Pic,DDB Espana,Halcon Viajes,Espana,BRONCE,Prod Crowddigital Pais Espana,/awards/el_ojo/2024/campaigns/trip-my-pic-halcon-viajes-ddb-espana-2024-7/
El Ojo de Iberoamerica,2024,Media,Atacama Fashion Week,Artplan,Desierto Vestido,Brasil,PLATA,Prod Sugarcane Filmes Realizador-a Igor Selingarde Prod Audio Sonido Raw Audio Pais Brasil,/awards/el_ojo/2024/campaigns/atacama-fashion-week-desierto-vestido-artplan-2024-2/
El Ojo de Iberoamerica,2024,Media,The missing review,Republica Havas,Amigos For Kids,Estados Unidos,BRONCE,Prod El Living - MDS Digital - Twins Music Realizador-a Arturo Vazquez- Lucas Cardona- Fernando Torres- Camila Londono- Jeronimo Gonzalez Montalvo- Max Scott- Tom Huergo Prod Audio Sonido Twins Music -Twins Music -Twins Music Pais Estados Unidos,/awards/el_ojo/2024/campaigns/the-missing-review-amigos-for-kids-republica-havas-2024-3/
El Ojo de Iberoamerica,2024,Media,El robo de fin de ano,CYW,Netflix - Estella Galicia,Espana,PLATA,Prod PROTOKOL Otro Realizador-a John Filipe Postprod Iconic Otras Empresas Havas Media Group Spain SAU -Youplanet Pais Espana,/awards/el_ojo/2024/campaigns/el-robo-de-fin-de-ano-netflix-estella-galicia-cyw-2024-3/
El Ojo de Iberoamerica,2024,Media,Reprinting Nica,Havas Costa Rica - BETC HAVAS,La Prensa Nicaragua,Nicaragua,ORO,Prod Fulfierros Prod Audio Sonido Punch Audio Pais Nicaragua,/awards/el_ojo/2024/campaigns/reprinting-nica-la-prensa-nicaragua-havas-costa-rica-betc-havas-2024-2/
El Ojo de Iberoamerica,2024,Media,Trip my Pic,DDB Espana,Halcon Viajes,Espana,PLATA,Prod Crowddigital Pais Espana,/awards/el_ojo/2024/campaigns/trip-my-pic-halcon-viajes-ddb-espana-2024-8/
El Ojo de Iberoamerica,2024,Media,UninterruptAds,Africa Creative,Budweiser,Brasil,ORO,Prod Modo Integrado - La Carretera Films Prod Audio Sonido Mugshot Otras Empresas Sante Music Agency Pais Brasil,/awards/el_ojo/2024/campaigns/uninterruptads-budweiser-africa-creative-2024-6/
El Ojo de Iberoamerica,2024,Media,Undercover Sportscaster,Almap BBDO,Elma Chips,Brasil,BRONCE,Prod Compania Prod Audio Sonido Cabaret Studio Otras Empresas Soundthinkers -Ampfy -InPress Porter Novelli -Bandeirantes Pais Brasil,/awards/el_ojo/2024/campaigns/undercover-sportscaster-elma-chips-almap-bbdo-2024/
El Ojo de Iberoamerica,2024,Media,Car parts for Life,De la Cruz- Ogilvy,Fundacion Stefano - Empresas Fonalledas,Puerto Rico,PLATA,,/awards/el_ojo/2024/campaigns/car-parts-for-life-fundacion-stefano-empresas-fonalledas-de-la-cruz-ogilvy-2024-2/
El Ojo de Iberoamerica,2024,Media,El Fing Carro,Monks,Netflix Argentina,Argentina,BRONCE,Prod Corinthian Pais Argentina,/awards/el_ojo/2024/campaigns/el-fing-carro-netflix-argentina-monks-2024-3/
El Ojo de Iberoamerica,2024,Media,The cushioning route,Boost Brand Accelerator,Nike Peru,Peru,PLATA,Prod SHIWA - Mantarraya Realizador-a Sebastian Castro- Alessandro Mosca- Miguel Villalobos Prod Audio Sonido Barba Roja Audio -Aejandro Castaneda Postprod SHIWA Pais Peru,/awards/el_ojo/2024/campaigns/the-cushioning-route-nike-peru-boost-brand-accelerator-2024-3/
El Ojo de Iberoamerica,2024,Media,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,PLATA,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Pais Colombia,/awards/el_ojo/2024/campaigns/imagine-with-petacos-bavaria-ddb-colombia-buentipo-anchor-2024-4/
El Ojo de Iberoamerica,2024,Media,No Ad,Lew LaraTBWA,Farmacias Pague Menos,Brasil,PLATA,Prod Audio Sonido Vox Haus -Satelite Audio Otras Empresas Mynd8 Pais Brasil,/awards/el_ojo/2024/campaigns/no-ad-farmacias-pague-menos-lew-laratbwa-2024/
El Ojo de Iberoamerica,2024,Media,e-Police Station,Almap BBDO,Wonder Women Tech,Brasil,BRONCE,Prod Monster Films Prod Audio Sonido Cabaret Studio Otras Empresas Giusti Comunicacao -Brand Gaming Pais Brasil,/awards/el_ojo/2024/campaigns/e-police-station-wonder-women-tech-almap-bbdo-2024-3/
El Ojo de Iberoamerica,2024,Media,The missing review,Republica Havas,Amigos For Kids,Estados Unidos,BRONCE,Prod El Living - MDS Digital - Twins Music Realizador-a Arturo Vazquez- Lucas Cardona- Fernando Torres- Camila Londono- Jeronimo Gonzalez Montalvo- Max Scott- Tom Huergo Prod Audio Sonido Twins Music -Twins Music -Twins Music Pais Estados Unidos,/awards/el_ojo/2024/campaigns/the-missing-review-amigos-for-kids-republica-havas-2024-4/
El Ojo de Iberoamerica,2024,Media,Errata at 88,Almap BBDO,Johnnie Walker,Brasil,PLATA,Prod Almap BBDO Realizador-a Rodrigo Resende- Diego Villas Boas Prod Audio Sonido Cabaret Studio Otras Empresas Giusti Comunicacao -Inside Out PR -Suba Junto Pais Brasil,/awards/el_ojo/2024/campaigns/errata-at-88-johnnie-walker-almap-bbdo-2024-3/
El Ojo de Iberoamerica,2024,Media,Tulipan Teniendo sexo podemos reactivar la economia,Zurda Agency,Tulipan,Argentina,PLATA,Prod Retina Postprod Retina Pais Argentina,/awards/el_ojo/2024/campaigns/tulipan-teniendo-sexo-podemos-reactivar-la-economia-tulipan-zurda-agency-2024-13/
El Ojo de Iberoamerica,2024,Media,Atacama Fashion Week,Artplan,Desierto Vestido,Brasil,BRONCE,Prod Sugarcane Filmes Realizador-a Igor Selingarde Prod Audio Sonido Raw Audio Pais Brasil,/awards/el_ojo/2024/campaigns/atacama-fashion-week-desierto-vestido-artplan-2024-3/
El Ojo de Iberoamerica,2024,Media,Gatorade match saver,Springtime,Gatorade,Argentina,BRONCE,Prod Mama Hungara Realizador-a Fede Garcia Rico Prod Audio Sonido Papamusic -Porta Estudio PostprodMM Otras Empresas No Smoking Pais Argentina,/awards/el_ojo/2024/campaigns/gatorade-match-saver-gatorade-springtime-2024-5/
El Ojo de Iberoamerica,2024,Media,Trip my Pic,DDB Espana,Halcon Viajes,Espana,ORO,Prod Crowddigital Pais Espana,/awards/el_ojo/2024/campaigns/trip-my-pic-halcon-viajes-ddb-espana-2024-9/
El Ojo de Iberoamerica,2024,Media,Animal alerts,Serviceplan Alemania - Lanfranco Cordova NYC - Tulom PR,PetPace,Peru,ORO,Prod Rebeca Producciones Realizador-a Matias Gutierrez Prod Audio Sonido Agosto Music -Agosto Music Postprod Nativo Post Otras Empresas Tulom PR -Eat-Astral Kreativ Otro-Mediaplus Group Otro-Peppercomm Pais Peru,/awards/el_ojo/2024/campaigns/animal-alerts-petpace-serviceplan-alemania-lanfranco-cordova-nyc-tulom-pr-2024/
El Ojo de Iberoamerica,2024,Media,The e-commerce of trust,DDB Mexico,Gahr WeCapital,Mexico,PLATA,Prod Whisky Films Realizador-a German Tejada Prod Audio Sonido Estudios Machina Otras Empresas Porter Novelli Pais Mexico,/awards/el_ojo/2024/campaigns/the-e-commerce-of-trust-gahr-wecapital-ddb-mexico-2024/
El Ojo de Iberoamerica,2024,Media,Sightwalks Veredas que guian,Circus Grey Peru,Cemento Sol,Peru,ORO,Prod Rebeca Producciones - Canica Films - Punto Aparte Realizador-a Mario Angulo- Alvaro Luque- Mario Bertocchi- Alonso Gutierrez Prod Audio Sonido Agosto Music Postprod Nativo Post Otras Empresas APOYO Comunicacion -Llorente y Cuenca -DINAMO Pais Peru,/awards/el_ojo/2024/campaigns/sightwalks-veredas-que-guian-cemento-sol-circus-grey-peru-2024-2/
El Ojo de Iberoamerica,2024,Media,Car parts for Life,De la Cruz- Ogilvy,Fundacion Stefano - Empresas Fonalledas,Puerto Rico,BRONCE,,/awards/el_ojo/2024/campaigns/car-parts-for-life-fundacion-stefano-empresas-fonalledas-de-la-cruz-ogilvy-2024-3/
El Ojo de Iberoamerica,2024,Media,Reprinting Nica,Havas Costa Rica - BETC HAVAS,La Prensa Nicaragua,Costa Rica,ORO,Prod Fulfierros Prod Audio Sonido Punch Audio Pais Costa Rica,/awards/el_ojo/2024/campaigns/reprinting-nica-la-prensa-nicaragua-havas-costa-rica-betc-havas-2024-3/
El Ojo de Iberoamerica,2024,Media,The Qlture Code,Star5,Gotuuri,Panama,BRONCE,Prod Wagua Films - Whisky Films Realizador-a Orgun Wagua- Orgun Wagua Prod Audio Sonido Whisky Films Pais Panama,/awards/el_ojo/2024/campaigns/the-qlture-code-gotuuri-star5-2024/
El Ojo de Iberoamerica,2024,Media,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,ORO,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Pais Colombia,/awards/el_ojo/2024/campaigns/imagine-with-petacos-bavaria-ddb-colombia-buentipo-anchor-2024-5/
El Ojo de Iberoamerica,2024,Media,Brahma Phone,Africa Creative,Brahma,Brasil,PLATA,Prod Kaus Film Realizador-a Los Pibes Prod Audio Sonido Satelite Audio Postprod Guava Post Otras Empresas Monkey Producoes -Thinkers Studios -DraftLine Integrada -TKCV -Oba Print -Dona Antonia Pais Brasil,/awards/el_ojo/2024/campaigns/brahma-phone-brahma-africa-creative-2024-9/
El Ojo de Iberoamerica,2024,Media,Reprinting Nica,Havas Costa Rica - BETC HAVAS,La Prensa Nicaragua,Nicaragua,BRONCE,Prod Fulfierros Prod Audio Sonido Punch Audio Pais Nicaragua,/awards/el_ojo/2024/campaigns/reprinting-nica-la-prensa-nicaragua-havas-costa-rica-betc-havas-2024-4/
El Ojo de Iberoamerica,2024,Directo,Rice of Glory,Maruri Ecuador - Grey Argentina - grey Brasil,Arroz Super Extra,Ecuador,GRAN OJO DIRECTO,Prod Landia Realizador-a Emi Alvarenga Pais Ecuador,/awards/el_ojo/2024/campaigns/rice-of-glory-arroz-super-extra-maruri-ecuador-grey-argentina-grey-brasil-2024/
El Ojo de Iberoamerica,2024,Directo,Hauteam Couture,Africa Creative,Brahma,Brasil,PLATA,Prod Monkey Producoes - Modo Integrado - Reconcavo Company Realizador-a Nixon Prod Audio Sonido Satelite Audio Postprod Guava Post Pais Brasil,/awards/el_ojo/2024/campaigns/hauteam-couture-brahma-africa-creative-2024-3/
El Ojo de Iberoamerica,2024,Directo,Tulipan Teniendo sexo podemos reactivar la economia,Zurda Agency,Tulipan,Argentina,PLATA,Prod Retina Postprod Retina Pais Argentina,/awards/el_ojo/2024/campaigns/tulipan-teniendo-sexo-podemos-reactivar-la-economia-tulipan-zurda-agency-2024-14/
El Ojo de Iberoamerica,2024,Directo,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,BRONCE,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Pais Colombia,/awards/el_ojo/2024/campaigns/imagine-with-petacos-bavaria-ddb-colombia-buentipo-anchor-2024-6/
El Ojo de Iberoamerica,2024,Directo,LoopHotel,DDB Latina Puerto Rico,Cerveza La H,Puerto Rico,BRONCE,Prod DDB Latina Puerto Rico Realizador-a Melvin Valencia Pais Puerto Rico,/awards/el_ojo/2024/campaigns/loophotel-cerveza-la-h-ddb-latina-puerto-rico-2024/
El Ojo de Iberoamerica,2024,Directo,Foodball Fans,Fahrenheit DDB,Plaza Vea,Peru,BRONCE,Prod Locomotor Realizador-a Bruno Rey Prod Audio Sonido Creasonica Pais Peru,/awards/el_ojo/2024/campaigns/foodball-fans-plaza-vea-fahrenheit-ddb-2024/
El Ojo de Iberoamerica,2024,Directo,Fair promo,From,PedidosYa Market,Uruguay,BRONCE,Prod SoySimo Pais Uruguay,/awards/el_ojo/2024/campaigns/fair-promo-pedidosya-market-from-2024/
El Ojo de Iberoamerica,2024,Directo,El ranking culinario que alimento a millones,Valor,Alicorp Peru,Peru,BRONCE,Prod Lado V Otras Empresas LLYC PERU -Tribeca Media Pais Peru,/awards/el_ojo/2024/campaigns/el-ranking-culinario-que-alimento-a-millones-alicorp-peru-valor-2024/
El Ojo de Iberoamerica,2024,Directo,Address The Invisible,Archer Troy,Techo Mexico --Google,Mexico,ORO,Prod Onirica Realizador-a Eduardo Canto Prod Pais Mexico,/awards/el_ojo/2024/campaigns/address-the-invisible-techo-mexico-google-archer-troy-2024-5/
El Ojo de Iberoamerica,2024,Directo,The missing review,Republica Havas,Amigos For Kids,Estados Unidos,PLATA,Prod El Living - MDS Digital - Twins Music Realizador-a Arturo Vazquez- Lucas Cardona- Fernando Torres- Camila Londono- Jeronimo Gonzalez Montalvo- Max Scott- Tom Huergo Prod Audio Sonido Twins Music -Twins Music -Twins Music Pais Estados Unidos,/awards/el_ojo/2024/campaigns/the-missing-review-amigos-for-kids-republica-havas-2024-5/
El Ojo de Iberoamerica,2024,Directo,Samsung Throwback Deals,MRM Brasil,Samsung Brasil,Brasil,ORO,,/awards/el_ojo/2024/campaigns/samsung-throwback-deals-samsung-brasil-mrm-brasil-2024/
El Ojo de Iberoamerica,2024,Directo,Reprinting Nica,Havas Costa Rica - BETC HAVAS,La Prensa Nicaragua,Nicaragua,PLATA,Prod Fulfierros Prod Audio Sonido Punch Audio Pais Nicaragua,/awards/el_ojo/2024/campaigns/reprinting-nica-la-prensa-nicaragua-havas-costa-rica-betc-havas-2024-5/
El Ojo de Iberoamerica,2024,Directo,Brahma Phone,Africa Creative,Brahma,Brasil,BRONCE,Prod Kaus Film Realizador-a Los Pibes Prod Audio Sonido Satelite Audio Postprod Guava Post Otras Empresas Monkey Producoes -Thinkers Studios -DraftLine Integrada -TKCV -Oba Print -Dona Antonia Pais Brasil,/awards/el_ojo/2024/campaigns/brahma-phone-brahma-africa-creative-2024-10/
El Ojo de Iberoamerica,2024,Directo,No Ad,Lew LaraTBWA,Farmacias Pague Menos,Brasil,ORO,Prod Audio Sonido Vox Haus -Satelite Audio Otras Empresas Mynd8 Pais Brasil,/awards/el_ojo/2024/campaigns/no-ad-farmacias-pague-menos-lew-laratbwa-2024-2/
El Ojo de Iberoamerica,2024,Directo,Beer retirement account,Monks,Poker,Colombia,ORO,Prod Primo Realizador-a Cristian Roncancio Pais Colombia,/awards/el_ojo/2024/campaigns/beer-retirement-account-poker-monks-2024/
El Ojo de Iberoamerica,2024,Directo,Icon Discounts,Digitas Colombia,McDonald s Nicaragua,Nicaragua,PLATA,,/awards/el_ojo/2024/campaigns/icon-discounts-mcdonald-s-nicaragua-digitas-colombia-2024/
El Ojo de Iberoamerica,2024,Directo,Welcome to the group,PHD Costa Rica - Shiift Porter Novelli - TBWARIOT,Cambiemos la Regla,Costa Rica,PLATA,Prod Kaiju Pais Costa Rica,/awards/el_ojo/2024/campaigns/welcome-to-the-group-cambiemos-la-regla-phd-costa-rica-shiift-porter-novelli-tbwariot-2024/
El Ojo de Iberoamerica,2024,Directo,W1ng Cod3s,Havas HOY,Volaris Aerolinea,Mexico,BRONCE,Prod Havas HOY Realizador-a David Camacho Pais Mexico,/awards/el_ojo/2024/campaigns/w1ng-cod3s-volaris-aerolinea-havas-hoy-2024/
El Ojo de Iberoamerica,2024,Directo,The missing review,Republica Havas,Amigos For Kids,Estados Unidos,BRONCE,Prod El Living - MDS Digital - Twins Music Realizador-a Arturo Vazquez- Lucas Cardona- Fernando Torres- Camila Londono- Jeronimo Gonzalez Montalvo- Max Scott- Tom Huergo Prod Audio Sonido Twins Music -Twins Music -Twins Music Pais Estados Unidos,/awards/el_ojo/2024/campaigns/the-missing-review-amigos-for-kids-republica-havas-2024-6/
El Ojo de Iberoamerica,2024,Directo,Reviews,Africa Creative,Kraft Heinz Brasil,Brasil,ORO,Prod silviomedeirosnet Realizador-a Silvio Medeiros Prod Audio Sonido Punch Audio Otras Empresas Borderless Citizen Pais Brasil,/awards/el_ojo/2024/campaigns/reviews-kraft-heinz-brasil-africa-creative-2024-9/
El Ojo de Iberoamerica,2024,Directo,Pete Zahat Trollvertising,BBA,Pizza Hut Ecuador,Ecuador,PLATA,Prod BBA Realizador-a Raul Banderas Pais Ecuador,/awards/el_ojo/2024/campaigns/pete-zahat-trollvertising-pizza-hut-ecuador-bba-2024/
El Ojo de Iberoamerica,2024,Directo,Fans Reporters,Africa Creative,Guarana,Brasil,BRONCE,Prod Volken Film Realizador-a Andre Magri Prod Audio Sonido Satellite Audio Postprod Mosaico Filmes Otras Empresas Monkey Producoes -DraftLine Integrada Pais Brasil,/awards/el_ojo/2024/campaigns/fans-reporters-guarana-africa-creative-2024-5/
El Ojo de Iberoamerica,2024,Directo,Whopper Island,DM9,Burger King Brasil,Brasil,BRONCE,Prod Audio Sonido Shuffle Audio Pais Brasil,/awards/el_ojo/2024/campaigns/whopper-island-burger-king-brasil-dm9-2024/
El Ojo de Iberoamerica,2024,Directo,Fans theories release,Monks,Bad Bunny,Estados Unidos,BRONCE,Prod Audio Sonido Super Charango Pais Estados Unidos,/awards/el_ojo/2024/campaigns/fans-theories-release-bad-bunny-monks-2024/
El Ojo de Iberoamerica,2024,Directo,Heinzterception,TERAN TBWA,Heinz,Mexico,BRONCE,Prod TERAN TBWA Realizador-a Jose Padilla Pais Mexico,/awards/el_ojo/2024/campaigns/heinzterception-heinz-teran-tbwa-2024/
