Festival,Year,Track,Track slug,Title,Brand,Agency,Category,Award,Board image,Entry URL,Permalink
Spikes Asia,2026,Innovation,innovation,SMART EYE CAMERA,OUI INC.,TBWA\HAKUHODO,Product Innovation,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/b55e3f82689e4dcdbd14bc4ea496d7be?quality=85&format=webp,https://www.lovethework.com/work/entries/smart-eye-camera-769951,/awards/spikes_asia/2026/campaigns/smart-eye-camera-oui-inc-tbwahakuhodo-2026/
Spikes Asia,2026,Innovation,innovation,CHEER SIGNS,CHEER SIGNS,TBWA\HAKUHODO,Societal Innovation,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/c8feabbe3b7949879999ac690bd274ea?quality=85&format=webp,https://www.lovethework.com/work/entries/cheer-signs-770585,/awards/spikes_asia/2026/campaigns/cheer-signs-cheer-signs-tbwahakuhodo-2026/
Spikes Asia,2026,Innovation,innovation,GARUDA RAKSHAK,DSP MUTUAL FUNDS,DENTSU CREATIVE,Societal Innovation,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/89bc4fc4a633468194b5cba46a8d4ffc?quality=85&format=webp,https://www.lovethework.com/work/entries/garuda-rakshak-771329,/awards/spikes_asia/2026/campaigns/garuda-rakshak-dsp-mutual-funds-dentsu-creative-2026-4/
Spikes Asia,2026,Innovation,innovation,SAKURA SCAN,KIRIN BEER,KIRIN BREWERY COMPANY,Environmental Innovation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1de049ba98d24b558834c6067c5802b0?quality=85&format=webp,https://www.lovethework.com/work/entries/sakura-scan-770716,/awards/spikes_asia/2026/campaigns/sakura-scan-kirin-beer-kirin-brewery-company-2026-7/
Spikes Asia,2026,Innovation,innovation,THE BREATHING WALL,TBC BANK UZBEKISTAN,FCB ARTGROUP,Environmental Innovation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a611be99781e44cfaa76018fb67e90b2?quality=85&format=webp,https://www.lovethework.com/work/entries/the-breathing-wall-769955,/awards/spikes_asia/2026/campaigns/the-breathing-wall-tbc-bank-uzbekistan-fcb-artgroup-2026/
Spikes Asia,2026,Innovation,innovation,DFREE HAPPEE BUDDY,DFREE,DFREE,Societal Innovation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5b1caf5634d7491f89e88d068992791e?quality=85&format=webp,https://www.lovethework.com/work/entries/dfree-happee-buddy-769976,/awards/spikes_asia/2026/campaigns/dfree-happee-buddy-dfree-dfree-2026/
Spikes Asia,2026,Innovation,innovation,SECOND LIFE KURA,THE BATH & BED TEAM,DENTSU INC.,Societal Innovation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3c8fecb11088412e9880c54b1380b919?quality=85&format=webp,https://www.lovethework.com/work/entries/second-life-kura-771372,/awards/spikes_asia/2026/campaigns/second-life-kura-the-bath-and-bed-team-dentsu-inc-2026/
Spikes Asia,2026,Innovation,innovation,TK MATES — AI FASHION COMPANION TRANSFORMING RETAIL EXPERIENCE,SWIRE PROPERTIES,SWIRE PROPERTIES,Brand-Led Innovation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9a907b571cf44d7b89e173616fa3e42e?quality=85&format=webp,https://www.lovethework.com/work/entries/tk-mates-ai-fashion-companion-transforming-retail-experience-770410,/awards/spikes_asia/2026/campaigns/tk-mates-ai-fashion-companion-transforming-retail-experience-swire-properties-swire-properties-2026/
Spikes Asia,2026,Innovation,innovation,MOBILIFE,MOBILIFE,MOBICOM,Fintech,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d5f4c0362ac74775a42f1ec0023415fd?quality=85&format=webp,https://www.lovethework.com/work/entries/mobilife-770091,/awards/spikes_asia/2026/campaigns/mobilife-mobilife-mobicom-2026/
Spikes Asia,2026,Innovation,innovation,LAY'S REVIVING MITTI,LAY'S,LEO,Environmental Innovation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e4890d931f84403980e9402752d2a76a?quality=85&format=webp,https://www.lovethework.com/work/entries/lays-reviving-mitti-770991,/awards/spikes_asia/2026/campaigns/lays-reviving-mitti-lays-leo-2026/
Spikes Asia,2026,Innovation,innovation,SC WELLNESSNOW,STANDARD CHARTERED,DENTSU CREATIVE,Technology,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/038b667e10a44d4990a54272601109d0?quality=85&format=webp,https://www.lovethework.com/work/entries/sc-wellnessnow-770715,/awards/spikes_asia/2026/campaigns/sc-wellnessnow-standard-chartered-dentsu-creative-2026/
Spikes Asia,2026,Innovation,innovation,HAPTALE,ITOCHU CORPORATION,ITOCHU CORPORATION,Early-Stage Technology,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ed61c38774c843739e84106970bfba7e?quality=85&format=webp,https://www.lovethework.com/work/entries/haptale-769934,/awards/spikes_asia/2026/campaigns/haptale-itochu-corporation-itochu-corporation-2026/
Spikes Asia,2026,Innovation,innovation,ORAL HEALTH MOVEMENT,COLGATE,NETWORK18 MEDIA & INVESTMENTS,Societal Innovation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/cf53595d44cb4b739a93fa5632e5b48c?quality=85&format=webp,https://www.lovethework.com/work/entries/oral-health-movement-770714,/awards/spikes_asia/2026/campaigns/oral-health-movement-colgate-network18-media-and-investments-2026/
Spikes Asia,2026,Innovation,innovation,ENTOUCHABLE MUSEUM,HACHIOJI VISUALLY IMPAIRED WELFARE ASSOCIATION,HACHIOJI VISUALLY IMPAIRED WELFARE ASSOCIATION,Societal Innovation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/59b909fc167d436aa9c0afd1d21125b3?quality=85&format=webp,https://www.lovethework.com/work/entries/entouchable-museum-771375,/awards/spikes_asia/2026/campaigns/entouchable-museum-hachioji-visually-impaired-welfare-association-hachioji-visually-impaired-welfare-association-2026/
Spikes Asia,2026,Innovation,innovation,GEOPRO - POPULATION MOVEMENT ANALYSIS,MOBICOM LLC,MOBICOM,Technology,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/35ef6b0772ed48b4a27aafcdcf8fb42e?quality=85&format=webp,https://www.lovethework.com/work/entries/geopro-population-movement-analysis-770087,/awards/spikes_asia/2026/campaigns/geopro-population-movement-analysis-mobicom-llc-mobicom-2026/
Spikes Asia,2026,Innovation,innovation,CAMPANION,KURO SNACKS,McCANN,Early-Stage Technology,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/89b1ad86568342619074aa3eb72aa48e?quality=85&format=webp,https://www.lovethework.com/work/entries/campanion-769924,/awards/spikes_asia/2026/campaigns/campanion-kuro-snacks-mccann-2026/
Spikes Asia,2026,Innovation,innovation,MOBILIFE,MOBILIFE,MOBICOM,Societal Innovation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/809b2b027cd1499884561061e646b57c?quality=85&format=webp,https://www.lovethework.com/work/entries/mobilife-769984,/awards/spikes_asia/2026/campaigns/mobilife-mobilife-mobicom-2026-2/
Spikes Asia,2026,Innovation,innovation,TAP PAY FOR BUSINESS,JAZZCASH,FISHBOWL,Fintech,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5ec99b5bb3da48188e135213d2d674f4?quality=85&format=webp,https://www.lovethework.com/work/entries/tap-pay-for-business-770713,/awards/spikes_asia/2026/campaigns/tap-pay-for-business-jazzcash-fishbowl-2026-2/
Spikes Asia,2026,Innovation,innovation,ARK.WORKS,ARK.WORKS,REBE WORLD FZCO,Technology,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/8373c190412d44b886f357123e33f932?quality=85&format=webp,https://www.lovethework.com/work/entries/arkworks-771376,/awards/spikes_asia/2026/campaigns/arkworks-arkworks-rebe-world-fzco-2026/
Spikes Asia,2026,Innovation,innovation,"STOOL DONATION PLATFORM ""CHO-MUSUBI""",METAGEN THERAPEUTICS,DENTSU INC.,Early-Stage Technology,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f89d4957aa244002b57e3e4e2ea3a8fd?quality=85&format=webp,https://www.lovethework.com/work/entries/stool-donation-platform-cho-musubi-771330,/awards/spikes_asia/2026/campaigns/stool-donation-platform-cho-musubi-metagen-therapeutics-dentsu-inc-2026-2/
Spikes Asia,2026,Innovation,innovation,BEBECLUB AI POOP TRACKER,BEBECLUB,VOLARE ADVERTISING NETWORK - EYDEN,Technology,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a985d968f0864a749cca1437cf1954a7?quality=85&format=webp,https://www.lovethework.com/work/entries/bebeclub-ai-poop-tracker-771374,/awards/spikes_asia/2026/campaigns/bebeclub-ai-poop-tracker-bebeclub-volare-advertising-network-eyden-2026/
Spikes Asia,2026,Innovation,innovation,GARUDA RAKSHAK,DSP MUTUAL FUNDS,DENTSU CREATIVE,Technology,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/89bc4fc4a633468194b5cba46a8d4ffc?quality=85&format=webp,https://www.lovethework.com/work/entries/garuda-rakshak-770078,/awards/spikes_asia/2026/campaigns/garuda-rakshak-dsp-mutual-funds-dentsu-creative-2026-5/
Spikes Asia,2026,Innovation,innovation,ONE NOODLE,HARAKU RAMEN,BLKJ HAVAS,Product Innovation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f43a17e513764061a27d43ded5b71d1d?quality=85&format=webp,https://www.lovethework.com/work/entries/one-noodle-771373,/awards/spikes_asia/2026/campaigns/one-noodle-haraku-ramen-blkj-havas-2026-7/
Spikes Asia,2026,Innovation,innovation,HAVEN,SUNCORP INSURANCE,LEO,Societal Innovation,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/b36914ae36d84bc9943f5784d28dd299?quality=85&format=webp,https://www.lovethework.com/work/entries/haven-770719,/awards/spikes_asia/2026/campaigns/haven-suncorp-insurance-leo-2026-6/
Spikes Asia,2026,Outdoor,outdoor,SALTANAT LIGHT,CITIX,GFORCE,Special Build,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/68f2c53ebcea42bd9ab7b58852b5aa95?quality=85&format=webp,https://www.lovethework.com/work/entries/saltanat-light-772610,/awards/spikes_asia/2026/campaigns/saltanat-light-citix-gforce-2026/
Spikes Asia,2026,Outdoor,outdoor,THE WORST CHILDREN'S LIBRARY,SAMSUNG NZ,MCCANN NEW ZEALAND,Immersive Experiences,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/92adc488ec0240ac939ad04662f73311?quality=85&format=webp,https://www.lovethework.com/work/entries/the-worst-childrens-library-769494,/awards/spikes_asia/2026/campaigns/the-worst-childrens-library-samsung-nz-mccann-new-zealand-2026-3/
Spikes Asia,2026,Outdoor,outdoor,"IF YOU CAN TAKE IT, IT'S YOURS",SELLEYS,HOWATSON AND COMPANY,Standard Sites,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/3172e0d181524de5b6802f2aef3eff7a?quality=85&format=webp,https://www.lovethework.com/work/entries/if-you-can-take-it-its-yours-771031,/awards/spikes_asia/2026/campaigns/if-you-can-take-it-its-yours-selleys-howatson-and-company-2026-7/
Spikes Asia,2026,Outdoor,outdoor,VOICE WANTED,KOREAN NATIONAL POLICE AGENCY,CHEIL WORLDWIDE,Social Behaviour,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/82ecf87f4a4b45919f2be309361723f6?quality=85&format=webp,https://www.lovethework.com/work/entries/voice-wanted-769513,/awards/spikes_asia/2026/campaigns/voice-wanted-korean-national-police-agency-cheil-worldwide-2026-5/
Spikes Asia,2026,Outdoor,outdoor,EYECARE,1001 OPTOMETRY,VML,"Travel, Leisure, Retail, Restaurants & Fast Food Chains",Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/d533a5d60255478bb1186f3948f9d590?quality=85&format=webp,https://www.lovethework.com/work/entries/eyecare-769547,/awards/spikes_asia/2026/campaigns/eyecare-1001-optometry-vml-2026/
Spikes Asia,2026,Outdoor,outdoor,CHAI BANSURI - THE TEA FLUTE,BROOKE BOND TAJ MAHAL TEA,OGILVY,Special Build,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/b79b43804eae486ea54374794321d26f?quality=85&format=webp,https://www.lovethework.com/work/entries/chai-bansuri-the-tea-flute-770518,/awards/spikes_asia/2026/campaigns/chai-bansuri-the-tea-flute-brooke-bond-taj-mahal-tea-ogilvy-2026-2/
Spikes Asia,2026,Outdoor,outdoor,EYE TEST,1001 OPTOMETRY,VML,"Travel, Leisure, Retail, Restaurants & Fast Food Chains",Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/0d13f5395e274e98a8fc54d97af4e6d6?quality=85&format=webp,https://www.lovethework.com/work/entries/eye-test-769533,/awards/spikes_asia/2026/campaigns/eye-test-1001-optometry-vml-2026/
Spikes Asia,2026,Outdoor,outdoor,"IF YOU CAN TAKE IT, IT'S YOURS",SELLEYS,HOWATSON AND COMPANY,Interactive Experiences,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/3172e0d181524de5b6802f2aef3eff7a?quality=85&format=webp,https://www.lovethework.com/work/entries/if-you-can-take-it-its-yours-770934,/awards/spikes_asia/2026/campaigns/if-you-can-take-it-its-yours-selleys-howatson-and-company-2026-8/
Spikes Asia,2026,Outdoor,outdoor,THE BIGGEST LIFEGUARD,GRAND JOSUN MEDIA,INNOCEAN,Displays,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/33586518e8454a6a93f316eb8fec1de7?quality=85&format=webp,https://www.lovethework.com/work/entries/the-biggest-lifeguard-771455,/awards/spikes_asia/2026/campaigns/the-biggest-lifeguard-grand-josun-media-innocean-2026/
Spikes Asia,2026,Outdoor,outdoor,AWKBOARDS,LIFE PHARMACY,FCB NEW ZEALAND,Social Behaviour,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/acd8d741c65343949410395ac1ef1341?quality=85&format=webp,https://www.lovethework.com/work/entries/awkboards-772632,/awards/spikes_asia/2026/campaigns/awkboards-life-pharmacy-fcb-new-zealand-2026/
Spikes Asia,2026,Outdoor,outdoor,BACK TO KAI TAK,CATHAY,LEO HONG KONG,Live Advertising & Events,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/49df638fcc8343c2bef42b85c1e6dbd5?quality=85&format=webp,https://www.lovethework.com/work/entries/back-to-kai-tak-770917,/awards/spikes_asia/2026/campaigns/back-to-kai-tak-cathay-leo-hong-kong-2026-4/
Spikes Asia,2026,Outdoor,outdoor,WHISKAS® LOCATOR,WHISKAS®,OGENCY,Standard Sites,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/b17ca1ce481f4b2d8923b824bb4fa5ae?quality=85&format=webp,https://www.lovethework.com/work/entries/whiskas-locator-772611,/awards/spikes_asia/2026/campaigns/whiskas-locator-whiskas-ogency-2026-4/
Spikes Asia,2026,Outdoor,outdoor,"IF YOU CAN TAKE IT, IT'S YOURS",SELLEYS,HOWATSON AND COMPANY,Special Build,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/3172e0d181524de5b6802f2aef3eff7a?quality=85&format=webp,https://www.lovethework.com/work/entries/if-you-can-take-it-its-yours-770981,/awards/spikes_asia/2026/campaigns/if-you-can-take-it-its-yours-selleys-howatson-and-company-2026-9/
Spikes Asia,2026,Outdoor,outdoor,EYE SCAN,1001 OPTOMETRY,VML,"Travel, Leisure, Retail, Restaurants & Fast Food Chains",Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/7617a30f9c244982817a6f96c3ee8d37?quality=85&format=webp,https://www.lovethework.com/work/entries/eye-scan-769541,/awards/spikes_asia/2026/campaigns/eye-scan-1001-optometry-vml-2026/
Spikes Asia,2026,Outdoor,outdoor,HERO PRAYERS FOR SAFETY,HERO MOTOCORP,SAATCHI & SAATCHI INDIA,Corporate Purpose & Social Responsibility,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/7a2e0e08204e492580c87c3f627c6d36?quality=85&format=webp,https://www.lovethework.com/work/entries/hero-prayers-for-safety-770513,/awards/spikes_asia/2026/campaigns/hero-prayers-for-safety-hero-motocorp-saatchi-and-saatchi-india-2026-2/
Spikes Asia,2026,Outdoor,outdoor,BACK TO KAI TAK,CATHAY,LEO HONG KONG,Single-market Campaign,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/49df638fcc8343c2bef42b85c1e6dbd5?quality=85&format=webp,https://www.lovethework.com/work/entries/back-to-kai-tak-770955,/awards/spikes_asia/2026/campaigns/back-to-kai-tak-cathay-leo-hong-kong-2026-5/
Spikes Asia,2026,Outdoor,outdoor,THE WORLD’S BIGGEST “UNDOKAI”,TBS,DENTSU INC.,Ambient Outdoor,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/916aa2970d9f450687655f42ddb5e6a2?quality=85&format=webp,https://www.lovethework.com/work/entries/the-worlds-biggest-undokai-772615,/awards/spikes_asia/2026/campaigns/the-worlds-biggest-undokai-tbs-dentsu-inc-2026/
Spikes Asia,2026,Outdoor,outdoor,AWKBOARDS,LIFE PHARMACY,FCB NEW ZEALAND,Use of Humour,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/acd8d741c65343949410395ac1ef1341?quality=85&format=webp,https://www.lovethework.com/work/entries/awkboards-770610,/awards/spikes_asia/2026/campaigns/awkboards-life-pharmacy-fcb-new-zealand-2026-2/
Spikes Asia,2026,Outdoor,outdoor,DUREX ALLGASM,DUREX,SOUR BANGKOK,Cultural Engagement,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/f37b4683423c4cc0a29baaa211d2aa6f?quality=85&format=webp,https://www.lovethework.com/work/entries/durex-allgasm-769568,/awards/spikes_asia/2026/campaigns/durex-allgasm-durex-sour-bangkok-2026/
Spikes Asia,2026,Outdoor,outdoor,THE HIDDEN EYE TEST,1001 OPTOMETRY,VML,Technology,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/10fd4a961df547a3a0bc7de9697ce924?quality=85&format=webp,https://www.lovethework.com/work/entries/the-hidden-eye-test-769582,/awards/spikes_asia/2026/campaigns/the-hidden-eye-test-1001-optometry-vml-2026-3/
Spikes Asia,2026,Outdoor,outdoor,COMMUTER CAMO,KITKAT,VML,Transit,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/b8bd7af8e7704952a7d68e1bfacc2b1d?quality=85&format=webp,https://www.lovethework.com/work/entries/commuter-camo-769602,/awards/spikes_asia/2026/campaigns/commuter-camo-kitkat-vml-2026-7/
Spikes Asia,2026,Outdoor,outdoor,SLEEPING WITH GIANT,NELL,DENTSU INC.,Interactive Experiences,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/75fa6db090b841f48e8b38b3a8e8d973?quality=85&format=webp,https://www.lovethework.com/work/entries/sleeping-with-giant-769564,/awards/spikes_asia/2026/campaigns/sleeping-with-giant-nell-dentsu-inc-2026-3/
Spikes Asia,2026,Outdoor,outdoor,"IF YOU CAN TAKE IT, IT'S YOURS",SELLEYS,HOWATSON AND COMPANY,Consumer Goods,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/d25ecc53cf2d444ea40612c1a1ad3d76?quality=85&format=webp,https://www.lovethework.com/work/entries/if-you-can-take-it-its-yours-770972,/awards/spikes_asia/2026/campaigns/if-you-can-take-it-its-yours-selleys-howatson-and-company-2026-10/
Spikes Asia,2026,Outdoor,outdoor,OREO MILKY WAY DUNK,OREO,LEO INDONESIA,Use of Humour,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/d33c5d7be31741ed8374d2828c6a6c1a?quality=85&format=webp,https://www.lovethework.com/work/entries/oreo-milky-way-dunk-771062,/awards/spikes_asia/2026/campaigns/oreo-milky-way-dunk-oreo-leo-indonesia-2026-3/
Spikes Asia,2026,Outdoor,outdoor,WHISKAS® LOCATOR,WHISKAS®,OGENCY,Market Disruption,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/b17ca1ce481f4b2d8923b824bb4fa5ae?quality=85&format=webp,https://www.lovethework.com/work/entries/whiskas-locator-772630,/awards/spikes_asia/2026/campaigns/whiskas-locator-whiskas-ogency-2026-5/
Spikes Asia,2026,Outdoor,outdoor,LIFE AFTER FIRE AND ASH,DISNEY,LEO,Live Advertising & Events,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/e83ec84533dc420ebf94b35f06ff19f1?quality=85&format=webp,https://www.lovethework.com/work/entries/life-after-fire-and-ash-771175,/awards/spikes_asia/2026/campaigns/life-after-fire-and-ash-disney-leo-2026-2/
Spikes Asia,2026,Outdoor,outdoor,THE SYNC AD,TOKUCHA,HAKUHODO,Transit,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/22401656c803457ba4d5a602ad6da307?quality=85&format=webp,https://www.lovethework.com/work/entries/the-sync-ad-769471,/awards/spikes_asia/2026/campaigns/the-sync-ad-tokucha-hakuhodo-2026/
Spikes Asia,2026,Outdoor,outdoor,MEET ME AT THE COKE SIGN,COCA-COLA,OGILVY,Single-market Campaign,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/e4e51d450eb8458dab81e55d80f5d56b?quality=85&format=webp,https://www.lovethework.com/work/entries/meet-me-at-the-coke-sign-772623,/awards/spikes_asia/2026/campaigns/meet-me-at-the-coke-sign-coca-cola-ogilvy-2026-3/
Spikes Asia,2026,Outdoor,outdoor,NEW ZEALAND'S LITTLE HELPER,GREYHOUNDS AS PETS,SPECIAL,Single-market Campaign,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/90032e3ca44249e3b2713e264fc159aa?quality=85&format=webp,https://www.lovethework.com/work/entries/new-zealands-little-helper-770500,/awards/spikes_asia/2026/campaigns/new-zealands-little-helper-greyhounds-as-pets-special-2026/
Spikes Asia,2026,Outdoor,outdoor,OREO MILKY WAY DUNK,OREO,LEO INDONESIA,Ambient Outdoor,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/d33c5d7be31741ed8374d2828c6a6c1a?quality=85&format=webp,https://www.lovethework.com/work/entries/oreo-milky-way-dunk-771087,/awards/spikes_asia/2026/campaigns/oreo-milky-way-dunk-oreo-leo-indonesia-2026-4/
Spikes Asia,2026,Outdoor,outdoor,A.I. IRRESPONSIBLY,BREWLANDER,BLKJ HAVAS,Interactive Experiences,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/74c0ab4b898e40b5b74bf9f34540f4aa?quality=85&format=webp,https://www.lovethework.com/work/entries/ai-irresponsibly-770762,/awards/spikes_asia/2026/campaigns/ai-irresponsibly-brewlander-blkj-havas-2026-4/
Spikes Asia,2026,Outdoor,outdoor,TRACES OF TRANCE,SHISEIDO CO.,SHISEIDO CREATIVE,Cultural Engagement,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/58538a6642244d1985cb555f35f14f73?quality=85&format=webp,https://www.lovethework.com/work/entries/traces-of-trance-769586,/awards/spikes_asia/2026/campaigns/traces-of-trance-shiseido-co-shiseido-creative-2026-3/
Spikes Asia,2026,Outdoor,outdoor,WORK FROM IKEA,IKEA,OGILVY,Interactive Experiences,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/c4225254699f4cb997a2a34b884c78de?quality=85&format=webp,https://www.lovethework.com/work/entries/work-from-ikea-772619,/awards/spikes_asia/2026/campaigns/work-from-ikea-ikea-ogilvy-2026-2/
Spikes Asia,2026,Outdoor,outdoor,DALAH’S SPOILER BILLBOARD,NETFLIX THAILAND,VML,Special Build,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/d2548b5c58d14cdaa86c2df430ffec9c?quality=85&format=webp,https://www.lovethework.com/work/entries/dalahs-spoiler-billboard-772613,/awards/spikes_asia/2026/campaigns/dalahs-spoiler-billboard-netflix-thailand-vml-2026-2/
Spikes Asia,2026,Outdoor,outdoor,STOP THE STIGMA,CANNABIS CLINIC,ABEL,Social Behaviour,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/1f500b279a7f41f69fb5a07e059be75e?quality=85&format=webp,https://www.lovethework.com/work/entries/stop-the-stigma-770496,/awards/spikes_asia/2026/campaigns/stop-the-stigma-cannabis-clinic-abel-2026/
Spikes Asia,2026,Outdoor,outdoor,THE BREATHING WALL,TBC BANK UZBEKISTAN,FCB ARTGROUP,Standard Sites,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/a611be99781e44cfaa76018fb67e90b2?quality=85&format=webp,https://www.lovethework.com/work/entries/the-breathing-wall-769504,/awards/spikes_asia/2026/campaigns/the-breathing-wall-tbc-bank-uzbekistan-fcb-artgroup-2026-2/
Spikes Asia,2026,Outdoor,outdoor,SALTANAT LIGHT,CITIX,GFORCE,Corporate Purpose & Social Responsibility,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/68f2c53ebcea42bd9ab7b58852b5aa95?quality=85&format=webp,https://www.lovethework.com/work/entries/saltanat-light-769554,/awards/spikes_asia/2026/campaigns/saltanat-light-citix-gforce-2026-2/
Spikes Asia,2026,Outdoor,outdoor,GARUDA RAKSHAK,DSP MUTUAL FUNDS,DENTSU CREATIVE,Technology,Shortlist,https://ascentialcdn.filespin.io/api/v1/conversion/89bc4fc4a633468194b5cba46a8d4ffc?quality=85&format=webp,https://www.lovethework.com/work/entries/garuda-rakshak-769589,/awards/spikes_asia/2026/campaigns/garuda-rakshak-dsp-mutual-funds-dentsu-creative-2026-6/
Spikes Asia,2026,Outdoor,outdoor,A.I. IRRESPONSIBLY,BREWLANDER,BLKJ HAVAS,Challenger Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/74c0ab4b898e40b5b74bf9f34540f4aa?quality=85&format=webp,https://www.lovethework.com/work/entries/ai-irresponsibly-773046,/awards/spikes_asia/2026/campaigns/ai-irresponsibly-brewlander-blkj-havas-2026-5/
Spikes Asia,2026,Outdoor,outdoor,"OUTSIDE, YOUR COMFORT ZONE.",KATHMANDU,MOTION SICKNESS,Challenger Brand,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c032d5ec071b49c2a52c2272d78147fb?quality=85&format=webp,https://www.lovethework.com/work/entries/outside-your-comfort-zone-770583,/awards/spikes_asia/2026/campaigns/outside-your-comfort-zone-kathmandu-motion-sickness-2026-2/
Spikes Asia,2026,Outdoor,outdoor,INTO ART,TELSTRA,+61,Special Build,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/23bdbb0a20d440bfb57e1e9dd6d322e1?quality=85&format=webp,https://www.lovethework.com/work/entries/into-art-773000,/awards/spikes_asia/2026/campaigns/into-art-telstra-61-2026-2/
Spikes Asia,2026,Outdoor,outdoor,THE AUDIBLE EXPRESS,AUDIBLE,WAVEMAKER,Transit,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/307da5c1e7b7464aa0cd2e147c85187d?quality=85&format=webp,https://www.lovethework.com/work/entries/the-audible-express-773083,/awards/spikes_asia/2026/campaigns/the-audible-express-audible-wavemaker-2026/
Spikes Asia,2026,Outdoor,outdoor,THE BIGGEST LIFEGUARD,GRAND JOSUN MEDIA,INNOCEAN,Corporate Purpose & Social Responsibility,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/491454820a294df2952d39a821bb8007?quality=85&format=webp,https://www.lovethework.com/work/entries/the-biggest-lifeguard-771291,/awards/spikes_asia/2026/campaigns/the-biggest-lifeguard-grand-josun-media-innocean-2026-2/
Spikes Asia,2026,Outdoor,outdoor,TUITION FEE,THAI HEALTH PROMOTION FOUNDATION,DENTSU CREATIVE THAILAND,Not-for-profit / Charity / Government,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/0598db23d8dc419ca850160cff875871?quality=85&format=webp,https://www.lovethework.com/work/entries/tuition-fee-772835,/awards/spikes_asia/2026/campaigns/tuition-fee-thai-health-promotion-foundation-dentsu-creative-thailand-2026/
