Track,Title,Brand,Agency,Category,Award Level,Board image
USE OF SOCIAL & DIGITAL PLATFORMS,REVOLUTIONARY ROAD,SUPERUNION,SUPERUNION,Consumer Services / Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f61552552e9742e3baeb63b98502cd2d
USE OF SOCIAL & DIGITAL PLATFORMS,EBAY ALL EARS ROADSHOW,EBAY,EBAY,Consumer Services / Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/353e27adc01044db94e3320daeca0706
USE OF SOCIAL & DIGITAL PLATFORMS,ATLASSIAN 20TH ANNIVERSARY CELEBRATIONS,ATLASSIAN,GEORGE P JOHNSON,Consumer Services / Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/0e4955440a2945f3a1628480a8892546
USE OF SOCIAL & DIGITAL PLATFORMS,THE FUEL DELIVERY,PT,LEO BURNETT,Consumer Services / Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e4b47a1173eb4785a81374a7dcd7dd8f
USE OF SOCIAL & DIGITAL PLATFORMS,UBER EATS JAPAN / LATE NIGHT PROMO - PJS,UBER EATS,SPECIAL,Consumer Services / Business to Business,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/acdfc2cef274415380157ad80819955d
USE OF SOCIAL & DIGITAL PLATFORMS,SAVE OUR SHARKS,MARINE WILDLIFE WATCH OF THE PHILIPPINES,MARINE WILDLIFE WATCH OF THE PHILIPPINES,Not-for-profit / Charity / Government,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/dc0743d04258489bbed60cf6c877bacb
USE OF SOCIAL & DIGITAL PLATFORMS,RE-BRAILLE,MEDIFOAM,DIN,Not-for-profit / Charity / Government,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2e4a0e0212a84592a148469d76281323
USE OF SOCIAL & DIGITAL PLATFORMS,THE BALLS TOWEL,CANCER SOCIETY,CHARIOT AGENCY,Not-for-profit / Charity / Government,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/3ece425f13b34347ae9d220b90fa54f3
USE OF SOCIAL & DIGITAL PLATFORMS,ANGEL INVESTORS 1,TENCENT,25 HOURS ADVERTISING,Not-for-profit / Charity / Government,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c4e1875c58dd45f8aa11bd3f87cc2d1d
USE OF SOCIAL & DIGITAL PLATFORMS,NODAM MEMBERS,MINISTRY OF HEALTH AND WELFARE ANTI-SMOKING CAMPAIGN,MINISTRY OF HEALTH AND WELFARE,Not-for-profit / Charity / Government,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/97a8241b3ffd47a8b8e8553223d5d9ab
USE OF SOCIAL & DIGITAL PLATFORMS,DSO50 A RELENTLESS PURSUIT,DSO NATIONAL LABORATORIES,MOTION FOR IMPACT,Not-for-profit / Charity / Government,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/07165e8ac3024779a70ac1611dd453d5
USE OF SOCIAL & DIGITAL PLATFORMS,ROOKIE INVESTOR LEAGUE GAME,THAILAND CAPITAL MARKET DEVELOPMENT FUND,CHOOJAI AND FRIENDS,Not-for-profit / Charity / Government,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f512bb139dd74223a2aa5f73ea67c4ca
USE OF SOCIAL & DIGITAL PLATFORMS,SEANACK,K-GREEN FOUNDATION,CHEIL WORLDWIDE,Not-for-profit / Charity / Government,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5263807ee08c41cea96b559fee8aa357
USE OF SOCIAL & DIGITAL PLATFORMS,ONWARD TOGETHER,COVIDACTIONCOLLABORATION,COVID ACTION COLLAB,Not-for-profit / Charity / Government,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/133736c65b874a2481ba583cdb893a53
USE OF SOCIAL & DIGITAL PLATFORMS,HER MAJESTYS GOVRNMENT CHANGING CHINESE STEREOTYPES OF BRITAIN,HER MAJESTYS GOVERNMENT (UK GOVERNMENT),HOT POT CHINA,Not-for-profit / Charity / Government,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9a9aba19df6947ada297727f071fa122
USE OF SOCIAL & DIGITAL PLATFORMS,THE BEDTIME HEIST,NETFLIX THAILAND,WUNDERMAN THOMPSON,Use of Ambient Media Small Scale,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/0c0f52f2db914cc08709e4cf79ca0a83
USE OF SOCIAL & DIGITAL PLATFORMS,THE EMERJERSEY,RELIANCE GENERAL INSURANCE,ATOM NETWORK,Use of Ambient Media Small Scale,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ce7319ea763e4cc08a33ff2c2f4c0e4d
USE OF SOCIAL & DIGITAL PLATFORMS,BALLERCARD,IKEA,CHEP NETWORK,Use of Ambient Media Small Scale,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/25dd82230205404184a33226e3cc97ad
USE OF SOCIAL & DIGITAL PLATFORMS,ANTI-HATE KEYBOARD,ESPORTSID,INNOCEAN INDONESIA,Use of Ambient Media Small Scale,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f36315ebb91e4e2782525faad797e092
USE OF SOCIAL & DIGITAL PLATFORMS,MONEY PERFUME,DAOL DIGITAL BANK FI,INNOCEAN,Use of Ambient Media Small Scale,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c479fd74f97a4d44ad5413a741d58fbe
USE OF SOCIAL & DIGITAL PLATFORMS,SMOKEY,FIRE AND EMERGENCY NEW ZEALAND,FCB NEW ZEALAND,Use of Ambient Media Small Scale,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9c28d40c17084fb9aa213aa226fac123
USE OF SOCIAL & DIGITAL PLATFORMS,MININGFUL MUSEUM,KLEENEX,HAVAS,Use of Ambient Media Small Scale,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4b15dd3c027d4d3180e79b14f5e5e833
USE OF SOCIAL & DIGITAL PLATFORMS,MICRODOORS,BOND UNIVERSITY,VMLY&R,Use of Ambient Media Small Scale,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a367ad1b88a24dee86abbd7222090bb5
USE OF SOCIAL & DIGITAL PLATFORMS,SOUND TOUR,SPOTIFY JAPAN,GEOMETRY OGILVY JAPAN,Use of Ambient Media Large Scale,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/27e0117ddc6c43d1966be46bb082bdad
USE OF SOCIAL & DIGITAL PLATFORMS,TL BRAND DAY IN NC PARK,NCSOFT,NCSOFT,Use of Ambient Media Large Scale,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5048767db6d5469b9823f9a92523df11
USE OF SOCIAL & DIGITAL PLATFORMS,SUMIKKOGURASHI 10TH ANNIVERSARY PROJECT GET CONNECTED IN THE CORNER,SUMIKKOGURASHI,ADK Creative One,Use of Ambient Media Large Scale,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ba9d1dfab64743dca46584542baec596
USE OF SOCIAL & DIGITAL PLATFORMS,NETFLIX HEISTABLE BILLBOARD,NETFLIX,GOODSTUPH THAILAND,Use of Ambient Media Large Scale,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/172283b5021f4419add942d0152b2a96
USE OF SOCIAL & DIGITAL PLATFORMS,FURPHY WHAT THE TRUCK?!,LION,THINKERBELL,Use of Ambient Media Large Scale,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7038abe359df4494993eadabefc43ebf
USE OF SOCIAL & DIGITAL PLATFORMS,REAL SCHOOL GHOST,NETFLIX,DIGITAS THAILAND,Use of Ambient Media Large Scale,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5bc33c2988ae4d3bad21235dad4f469e
USE OF SOCIAL & DIGITAL PLATFORMS,STRANGER THINGS,NETFLIX INDIA,NETFLIX,Use of Ambient Media Large Scale,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/ba00546afecb4542926aa13902958f86
USE OF SOCIAL & DIGITAL PLATFORMS,PEHLE PADHAI PHIR SHAADI (EDUCATION FIRST MARRIAGE LATER),BHARATMATRIMONY,DENTSU CREATIVE,Use of Ambient Media Large Scale,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/cfe3cf261fd147bca6c2b25a151544bb
USE OF SOCIAL & DIGITAL PLATFORMS,JOURNA-RHYTHM,THE ASAHI SHIMBUN COMPANY,TBWA\HAKUHODO INC,Use of Broadcast,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f79e0f6ff43d45ed8e80a3cb3f9c6071
USE OF SOCIAL & DIGITAL PLATFORMS,SUPER COMEDY GRAND PRIX,SEIYU,ENJIN TOKYO,Use of Broadcast,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d40c0ee6376b432089825a2088acef51
USE OF SOCIAL & DIGITAL PLATFORMS,THE FAKE NEWS BROADCAST,KAPISANAN NG BRODKASTER NG PILIPINAS (KBP),BBDO GUERRERO,Use of Broadcast,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9f313a33a89e4eacbb963bb3362273cb
USE OF SOCIAL & DIGITAL PLATFORMS,HEALTHY AR STREAMERS,ZESPRI,DENTSU INC,Use of Broadcast,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/270c0742910b45d381dd238bcf66a0c2
USE OF SOCIAL & DIGITAL PLATFORMS,SKY CYPHER,BMSG,SIX INC,Use of Print or Outdoor,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/0c7a25fb85bd444a84e1b8baba9f1575
USE OF SOCIAL & DIGITAL PLATFORMS,LEAVE WITH PRIDE,ISEE VIETNAM,MULLENLOWE SINGAPORE,Guerrilla Marketing & Stunts,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d4ba1a6634874926847f269d37d6743d
USE OF SOCIAL & DIGITAL PLATFORMS,SOUND TOUR,SPOTIFY JAPAN,GEOMETRY OGILVY JAPAN,Guerrilla Marketing & Stunts,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/27e0117ddc6c43d1966be46bb082bdad
USE OF SOCIAL & DIGITAL PLATFORMS,FLAGS OF GENEROSITY,MONDELEZ INTERNATIONAL,OGILVY,Guerrilla Marketing & Stunts,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e939d10f1d264d5da1e74d73a46e5ec6
USE OF SOCIAL & DIGITAL PLATFORMS,GUARDIANS OF THE HEART,MANIPAL HOSPITALS,SOCIAL PANGA,Guerrilla Marketing & Stunts,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1fbee942873b43e7b5952eda650a0708
USE OF SOCIAL & DIGITAL PLATFORMS,KFC,KFC,GRABADS,Guerrilla Marketing & Stunts,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/81a84016b4364083b34d4632a35714ad
USE OF SOCIAL & DIGITAL PLATFORMS,NETFLIX MONAS HEIST,NETFLIX,GOODSTUPH THAILAND,Guerrilla Marketing & Stunts,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/95078cfbca774a509a44c4e75476e7ac
USE OF SOCIAL & DIGITAL PLATFORMS,EBAY ALL EARS ROADSHOW,EBAY,EBAY,Guerrilla Marketing & Stunts,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/353e27adc01044db94e3320daeca0706
USE OF SOCIAL & DIGITAL PLATFORMS,STREET CODE,HEWLET-PACKARD,EDELMAN INDONESIA,Guerrilla Marketing & Stunts,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/73a504ede4794b30942f604cb2b97527
USE OF SOCIAL & DIGITAL PLATFORMS,REXONA X SPARTAN SURVIVAL OF THE FRESHEST,REXONA,MINDSHARE,Guerrilla Marketing & Stunts,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/847e0187a55e4930b5b2a39aeb88b89e
USE OF SOCIAL & DIGITAL PLATFORMS,MICRODOORS,BOND UNIVERSITY,VMLY&R,Guerrilla Marketing & Stunts,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/58355eebe9b4476db7d4aaec9402eeb7
USE OF SOCIAL & DIGITAL PLATFORMS,HOME FOR THE HOLIDAYS,ANGLICARE WA,WUNDERMAN THOMPSON,Guerrilla Marketing & Stunts,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9b3a572fa6cf4410a57a9ac1e9957bac
USE OF SOCIAL & DIGITAL PLATFORMS,ANGKAS HORROR TRIP,ANGKAS,TBWA\SANTIAGO MANGADA PUNO,Guerrilla Marketing & Stunts,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/974d573af27a49d3a8dab255d055fd59
USE OF SOCIAL & DIGITAL PLATFORMS,THE GREAT CELEBRITY HACK,BURGER KING,LEO BURNETT,Guerrilla Marketing & Stunts,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/832e15fabb2948309b014e9421a29657
USE OF SOCIAL & DIGITAL PLATFORMS,BRINGBACK2011,OREO,LEO BURNETT,Guerrilla Marketing & Stunts,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e90428e9ada84e07960b2a7999a097a4
USE OF SOCIAL & DIGITAL PLATFORMS,STRANGER THINGS,NETFLIX INDIA,NETFLIX,Guerrilla Marketing & Stunts,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/0f7e750fa29b430ab2094e0d6380e2db
USE OF SOCIAL & DIGITAL PLATFORMS,THE PROTEST MATCH,GLOBAL ESPORTS,DENTSU CREATIVE,Guerrilla Marketing & Stunts,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/58391aa90cc54bc7a6660332b6de4abe
USE OF SOCIAL & DIGITAL PLATFORMS,THE EMERJERSEY,RELIANCE GENERAL INSURANCE,ATOM NETWORK,Live Shows / Concerts / Festivals,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e386955e2a204b15b8c0d941ded145d9
USE OF SOCIAL & DIGITAL PLATFORMS,SUPER COMEDY GRAND PRIX,SEIYU,ENJIN TOKYO,Live Shows / Concerts / Festivals,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d40c0ee6376b432089825a2088acef51
USE OF SOCIAL & DIGITAL PLATFORMS,SKY HOUSE OF THE DRAGON,NEON,THE MONKEYS PART OF ACCENTURE SONG,Live Shows / Concerts / Festivals,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6f9a914b7548430283e53074aecacf69
USE OF SOCIAL & DIGITAL PLATFORMS,XEROCON 2022 - A GLOBAL TAKEOVER,INVNT APAC,INVNT,Live Shows / Concerts / Festivals,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/4cc782382eb94cabab03b5690d1fca1b
USE OF SOCIAL & DIGITAL PLATFORMS,SAVETHENEWJ�,JAEGERMEISTER,BBDO CHINA,Live Shows / Concerts / Festivals,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/574c6fcefdc34e74805fa66bad5e73c1
USE OF SOCIAL & DIGITAL PLATFORMS,PEPSI X HUEMN,PEPSI,PEPSICO INDIA HOLDINGS PVT LTD,Live Shows / Concerts / Festivals,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/de8a4e5d9dc9406bbb237a51e0d3754a
USE OF SOCIAL & DIGITAL PLATFORMS,HAIER BRAND SEMINAR,HAIER PAKISTAN,IO DIGITAL,Live Shows / Concerts / Festivals,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d75b1d0b1b434ee6bf354eac3f65352f
USE OF SOCIAL & DIGITAL PLATFORMS,JAZZ DRIVE IN CONCERT,JAZZ,ACTIVEMEDIA,Live Shows / Concerts / Festivals,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/7597c7ff823a47e796cb80e21052aab4
USE OF SOCIAL & DIGITAL PLATFORMS,THE PEOPLES GALLERY,NATIONAL GALLERY SINGAPORE,MULLENLOWE SINGAPORE,Exhibitions / Installations,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/84d795775484459b81f973d54a672503
USE OF SOCIAL & DIGITAL PLATFORMS,DIGITAL SHOW WINDOW,SAMSUNG,CHEIL WORLDWIDE,Exhibitions / Installations,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/299ae0c3bca946c1a2f432fc11f52d8b
USE OF SOCIAL & DIGITAL PLATFORMS,DATA-DRIVEN BESPOKE CAFE,UCC COFFEE,UCC UESHIMA COFFEE COLTD,Exhibitions / Installations,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1f26f96be3c449078732973ebc3bde3e
USE OF SOCIAL & DIGITAL PLATFORMS,MANIPAL HOSPITALS - ARREST THE ARREST,MANIPAL HOSPITALS,SOCIAL PANGA,Exhibitions / Installations,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a40d3c70b13d4b8786e4ad45c52374d2
USE OF SOCIAL & DIGITAL PLATFORMS,WHAT THE TRUCK?!,FURPHY CRISP,SCOUNDREL,Exhibitions / Installations,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/aca58083fd144fb8801d7e356f4c866a
USE OF SOCIAL & DIGITAL PLATFORMS,CURIOUS BOOK BAR,DEWARS,BBDO,Exhibitions / Installations,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/29e9aa23eb344d778ec2be95e07abf01
USE OF SOCIAL & DIGITAL PLATFORMS,HERE IS SG,SINGAPORE TOURISM BOARD,TBWA\SINGAPORE,Exhibitions / Installations,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6719ca877bdf48ada694fff219bdf1c1
USE OF SOCIAL & DIGITAL PLATFORMS,THE MAGNUM PLEASURE AUCTION,MAGNUM,UNILEVER,Competitions & Promotional Games,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/94990c5ab4c14854bd59881e3914fd8d
USE OF SOCIAL & DIGITAL PLATFORMS,FLIPVERTISING,SAMSUNG,CHEP NETWORK,Competitions & Promotional Games,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2404628e9a27412bbd7d8bac4e662d3c
USE OF SOCIAL & DIGITAL PLATFORMS,SUPER COMEDY GRAND PRIX,SEIYU,ENJIN TOKYO,Competitions & Promotional Games,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/d40c0ee6376b432089825a2088acef51
USE OF SOCIAL & DIGITAL PLATFORMS,QT CURIOUS CURRENCIES,QT HOTELS AND RESORTS,THINKERBELL,Competitions & Promotional Games,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/2c9bd242da8f4a69ba340cb08f294798
USE OF SOCIAL & DIGITAL PLATFORMS,CHECKING FOR CHICKEN,KFC THAILAND,CJ WORX,Competitions & Promotional Games,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a38d1dc9d2124abea8a14ea7b329a895
USE OF SOCIAL & DIGITAL PLATFORMS,ESCAPE BORDERLAND,NETFLIX,GIGIL,Competitions & Promotional Games,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/a38d0ee38922494f8fc5849f8ee0b0a2
USE OF SOCIAL & DIGITAL PLATFORMS,SURF KADA SPIN SURE WIN (WIN FOR EVERY SPIN) ENGAGING FILIPINO CONSUMERS WITH PRIZES AND REWARDS,SURF,MINDSHARE,Competitions & Promotional Games,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/fbcb413c124d40ebb1518d350e01bfa0
USE OF SOCIAL & DIGITAL PLATFORMS,THE MAYBACH ATELIER 3D VISUALIZER,MERCEDES BENZ,MEDIAMAN,Customer Retail / In-Store Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/310852db96124471a5933796a730e778
USE OF SOCIAL & DIGITAL PLATFORMS,ARC�TERYX REBIRD A FOREST IN THE HEART OF THE CITY,ARCTERYX,THE ORANGEBLOWFISH,Customer Retail / In-Store Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e5f40e2582b046b3940b5ca884a339f9
USE OF SOCIAL & DIGITAL PLATFORMS,SMART FILL,UNILEVER,VMLY&R COMMERCE,Customer Retail / In-Store Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6533190c9b3c435880bce2a1fd66dd0e
USE OF SOCIAL & DIGITAL PLATFORMS,K11 ART MALL SUB(X)TURE,K11 ART MALL,K11 ART MALL,Customer Retail / In-Store Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/95ca10c6459f4bef96ceb46431c1249a
USE OF SOCIAL & DIGITAL PLATFORMS,AMAZONSG BLACK FRIDAY 2022 ACTIVATION - AMAZON HOUSE,AMAZONSG,INVNT,Customer Retail / In-Store Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6c368960035340389fb3f643690e7b84
USE OF SOCIAL & DIGITAL PLATFORMS,KFC BRAINWAVE BUCKET,KFC,EDELMAN HONG KONG,Customer Retail / In-Store Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/b9c235f174504d5ba81a569df92f650d
USE OF SOCIAL & DIGITAL PLATFORMS,SOFTEX FOR MEN,KIMBERLY - CLARK SOFTEX,ROMP PART OF ACCENTURE SONG,Customer Retail / In-Store Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/50db3e1007d14f1190091b7d17bdadda
USE OF SOCIAL & DIGITAL PLATFORMS,FRONTGREDIENTS,NO UGLY,INNOCEAN WORLDWIDE,Customer Retail / In-Store Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c2418a5e4945499d883e8c000dc9ecbd
USE OF SOCIAL & DIGITAL PLATFORMS,MININGFUL MUSEUM,KLEENEX,HAVAS,Customer Retail / In-Store Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/326f2e1e32e34b73b339f1c5d35f970d
USE OF SOCIAL & DIGITAL PLATFORMS,PNJ - WIN THE NON-JEWELRY SHOPPERS,PNJ,PHU NHUAN JEWELRY JOINT STOCK COMPANY,Customer Retail / In-Store Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/afcd7a89707c45c7b9f57da9b51a5ceb
USE OF SOCIAL & DIGITAL PLATFORMS,TASTY FOOD CAMOUFLAGE,ABC COOKING STUDIO,DENTSU CREATIVE,Customer Retail / In-Store Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/187e1474b0f2457cab9d2c2857b61b1a
USE OF SOCIAL & DIGITAL PLATFORMS,MOXY-UNIVERSE PLAY BEYOND,MOXY HOTEL,MEDIAMONKS,360 integrated Brand Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e8f58375ab5f4125b5a75525dc2425ab
USE OF SOCIAL & DIGITAL PLATFORMS,NODAM MEMBERS,MINISTRY OF HEALTH AND WELFARE ANTI-SMOKING CAMPAIGN,MINISTRY OF HEALTH AND WELFARE,360 integrated Brand Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c5122a52506c4a8a8592b5a231928376
USE OF SOCIAL & DIGITAL PLATFORMS,RED NOTICE,NETFLIX,TBWA\KUALA LUMPUR,360 integrated Brand Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/476357ac216c4e6397c36a70c885718d
USE OF SOCIAL & DIGITAL PLATFORMS,SUSTAINABILITY ITS IN OUR SPIRIT BY ABSOLUT,PERNOD RICARD,JUST IN CASE BANGKOK,360 integrated Brand Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/6009437bac7847898c40df78f6e27798
USE OF SOCIAL & DIGITAL PLATFORMS,THE JOURNEY TO RE-DISCOVER THE LOVE OF INDONESIAN DISHES,BANGO,ULTIMA ASIA NETWORK,360 integrated Brand Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e6651b24a8bc4ba3b3aff0e745c601f7
USE OF SOCIAL & DIGITAL PLATFORMS,ULTIMATE 11 NFT AND THE LAST AVENDATOR COUPE - AN UNRIVALED COLLABORATION WITH STEVE AOKI AND KRISTA KIM,[INVNT GROUP],INVNT,360 integrated Brand Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/54ebd65af9534f8a875114438e02b4cc
USE OF SOCIAL & DIGITAL PLATFORMS,COCA-COLA CREATIONS,COCA-COLA,VIRTUE,360 integrated Brand Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/f79c11d0e6fc457283a4f4e06f3197d7
USE OF SOCIAL & DIGITAL PLATFORMS,BEAUTYEVERAFTER,BEAUTYNESIA,HAKUHODO INTERNATIONAL INDONESIA,360 integrated Brand Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/50ecb37c25e94780ae408046c2fec98d
USE OF SOCIAL & DIGITAL PLATFORMS,LINEMAN BITE ME THE SERIES THE FIRST EDIBLE TV SERIES,LINEMAN WONGNAI,STARCOM,360 integrated Brand Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1b698042bc2444ef9d6f6f95879cd8f4
USE OF SOCIAL & DIGITAL PLATFORMS,FIFA 2022 CAMPAIGN,BUDWEISER,AB INBEV,360 integrated Brand Experience,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/5e7f7c969a244ca4ad77acc85579963a
USE OF SOCIAL & DIGITAL PLATFORMS,GAMER ASYLUM,ARTOTEL GROUP,OGILVY,Customer Acquisition & Retention,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/1df58cb8a4174cbbb15fab817b79b4f8
USE OF SOCIAL & DIGITAL PLATFORMS,BALLERCARD,IKEA,CHEP NETWORK,Customer Acquisition & Retention,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/cc0839a2c5ef4df8a0dc888cba92ac6a
USE OF SOCIAL & DIGITAL PLATFORMS,SLTQT - STARLUX AIRLINES TRAVELER QUALIFICATION TEST,STARLUX AIRLINES,LEO BURNETT,Customer Acquisition & Retention,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/c0382e3a5e31413e945d5ee4a4c206ee
USE OF SOCIAL & DIGITAL PLATFORMS,NIKE RUNNERS HELPING RUNNERS - EXPERIENCE AND ACTIVATION,NIKE,AKQA,Customer Acquisition & Retention,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/e921cba37a7d4b33b80284820d15c80e
USE OF SOCIAL & DIGITAL PLATFORMS,THE61S 61 REAL PEOPLE IN 61 SIZES,DETERMINANT,WEBER SHANDWICK,Customer Acquisition & Retention,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/9b091e9536fe4a37a8ee1cdcd4c15d44
USE OF SOCIAL & DIGITAL PLATFORMS,UBER EATS JAPAN / LATE NIGHT PROMO - PJS,UBER EATS,SPECIAL,Customer Acquisition & Retention,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/acdfc2cef274415380157ad80819955d
USE OF SOCIAL & DIGITAL PLATFORMS,FANS KEEP COMING BACK TO THE COCA-COLA COMPANY�S FESTIVAL METAVERSE,THE COCA-COLA COMPANY(MULTI-BRAND),ESSENCEMEDIACOM,Customer Acquisition & Retention,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/b88c87dccbd74947822cd34da5d25113
USE OF SOCIAL & DIGITAL PLATFORMS,CEBU PACIFIC TARA CARDS,CEBU PACIFIC,LEO BURNETT,Customer Acquisition & Retention,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/12179a2e55854bc8b396fb1b0ab2ab29
USE OF SOCIAL & DIGITAL PLATFORMS,PNJ - WIN THE NON-JEWELRY SHOPPERS,PNJ,PHU NHUAN JEWELRY JOINT STOCK COMPANY,Customer Acquisition & Retention,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/afcd7a89707c45c7b9f57da9b51a5ceb
USE OF SOCIAL & DIGITAL PLATFORMS,KFC RESTORE,KFC,DENTSU CREATIVE,Customer Acquisition & Retention,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/69fae700d2e349b390de6d7f2e5e13fb
USE OF SOCIAL & DIGITAL PLATFORMS,THE ENDLESS LOCKDOWN MENU,HOUSE FOODS,DENTSU CREATIVE,Customer Acquisition & Retention,Submitted,https://ascentialcdn.filespin.io/api/v1/conversion/94e82925835c4798b8198affc4e0b6d7
